순,이름,팀,WAR,출장,완투,완봉,선발,승,패,세,홀드,이닝,실점,자책,타자,안타,2타,3타,홈런,볼넷,고4,사구,삼진,보크,폭투,ERA,FIP,WHIP,ERA+,FIP+,WAR(need to drop),WPA
656,정우영,19L,0.66,56,0,0,0,4,6,1,16,65.1,30,27,273,57,9,2,2,20,5,8,38,1,3,3.72,3.69,1.18,110.4,111.6,0.66,0.63
657,김범수,20한,0.65,24,0,0,8,3,6,0,0,55.0,34,32,259,55,11,2,9,42,3,3,55,0,1,5.24,5.97,1.76,90.3,80.2,0.65,-1.06
658,김윤동,16K,0.65,31,0,0,5,0,3,2,2,53.0,33,32,242,48,8,0,9,38,0,3,47,0,4,5.43,6.55,1.62,95.3,79.7,0.65,-0.12
659,임기준,17K,0.65,15,0,0,4,0,1,1,2,22.0,9,8,104,25,3,0,1,15,0,0,12,2,0,3.27,5.28,1.82,151.8,94.0,0.65,-0.20
660,임기준,19K,0.65,52,0,0,0,2,2,0,6,36.2,17,14,162,32,5,0,1,16,0,4,24,0,2,3.44,4.09,1.31,122.0,102.7,0.65,0.04
661,고우석,20L,0.65,40,0,0,0,0,4,17,1,41.2,22,19,183,37,9,0,2,19,1,2,51,0,5,4.10,3.17,1.34,112.8,146.5,0.65,0.38
662,이성민,15k롯,0.65,61,0,0,0,5,7,4,7,72.2,44,37,343,92,18,2,11,33,4,4,58,0,5,4.58,5.35,1.72,109.9,92.3,0.65,-2.51
663,강동호,17롯,0.65,27,0,0,0,2,1,0,0,41.1,24,22,178,43,8,2,8,16,2,1,26,0,2,4.79,6.08,1.43,105.2,83.0,0.65,0.34
664,임준형,21L,0.65,6,0,0,4,1,0,0,0,23.0,8,8,94,24,5,0,0,4,0,3,21,0,1,3.13,2.42,1.22,137.8,183.4,0.65,0.46
665,김민규,20두,0.64,29,0,0,4,1,2,1,0,53.1,30,29,231,47,14,0,3,22,2,3,54,0,1,4.89,3.56,1.29,94.7,130.7,0.64,0.19
666,카펜터,22한,0.64,4,0,0,4,0,1,0,0,18.0,6,5,79,19,5,0,1,6,0,1,15,0,1,2.50,3.56,1.39,161.9,114.4,0.64,0.20
667,임정호,20N,0.64,69,0,0,0,2,2,0,22,41.0,23,21,175,32,3,0,3,20,0,7,38,0,0,4.61,4.63,1.27,106.0,104.2,0.64,1.35
668,임현준,18삼,0.64,40,0,0,0,0,1,0,3,27.2,12,12,116,20,4,1,3,11,1,5,26,0,0,3.90,4.99,1.12,135.9,104.8,0.64,0.18
669,김동준,19키,0.64,33,0,0,5,8,3,0,2,70.0,36,35,300,77,15,0,5,23,0,0,50,0,3,4.50,3.89,1.43,92.0,105.8,0.64,-0.25
670,조정훈,17롯,0.64,26,0,0,0,4,2,0,8,23.0,11,10,99,17,5,0,1,13,2,0,25,0,1,3.91,3.56,1.30,128.8,140.8,0.64,-0.11
671,심재민,18K,0.63,44,0,0,0,4,5,2,3,41.0,25,21,179,47,5,2,5,17,3,2,36,0,4,4.61,4.83,1.56,115.0,107.8,0.63,-1.13
672,박정진,16한,0.63,77,0,0,1,4,4,0,6,84.0,58,52,374,96,14,1,11,33,2,2,85,0,9,5.57,4.65,1.54,94.3,113.0,0.63,-2.45
673,서준원,19롯,0.63,33,0,0,16,4,11,0,0,97.0,61,59,443,117,25,1,10,38,0,11,60,1,1,5.47,5.02,1.60,76.6,83.5,0.63,-0.84
674,배장호,16롯,0.63,19,0,0,0,0,0,0,1,23.2,10,10,104,26,6,0,1,10,1,4,11,0,0,3.80,5.06,1.52,137.4,102.9,0.63,0.25
675,금민철,15넥,0.63,7,0,0,5,1,1,0,0,22.0,11,11,104,25,4,0,2,14,0,2,11,0,0,4.50,5.98,1.77,110.6,82.8,0.63,0.00
676,최원태,20키,0.63,21,0,0,21,7,6,0,0,110.0,68,62,478,115,16,1,16,37,2,7,67,0,6,5.07,5.37,1.38,93.0,86.1,0.63,-0.64
677,김대우,20삼,0.63,28,0,0,9,3,7,0,1,77.2,49,44,350,95,17,1,9,26,0,6,37,1,1,5.10,5.35,1.56,96.2,91.3,0.63,-0.91
678,김선기,20키,0.63,25,0,0,0,0,0,0,3,22.0,8,5,92,17,3,0,1,8,0,4,11,0,4,2.05,4.78,1.14,230.7,98.7,0.63,0.21
679,김정훈,19N,0.62,44,0,0,0,0,2,0,7,51.1,23,21,215,49,11,0,5,16,0,4,32,0,3,3.68,4.59,1.27,114.5,91.9,0.62,0.66
680,서준원,22롯,0.62,33,0,0,4,3,3,0,2,60.0,32,32,265,65,10,1,3,23,0,5,45,0,2,4.80,3.89,1.47,86.7,105.0,0.62,-0.02
681,윤길현,18롯,0.62,32,0,0,0,1,2,0,4,33.0,18,17,145,33,6,2,4,15,0,0,29,0,2,4.64,5.02,1.46,112.5,104.4,0.62,-0.34
682,김준형,22키,0.62,12,0,0,0,0,1,0,0,13.1,3,3,61,9,1,0,0,13,0,2,6,0,3,2.03,5.81,1.65,197.5,69.5,0.62,-0.22
683,이창재,16k,0.62,47,0,0,0,3,1,1,2,40.1,24,23,182,48,6,3,6,15,0,2,38,0,3,5.13,5.11,1.56,101.8,102.4,0.62,-0.42
684,백승현,21L,0.61,16,0,0,0,0,0,0,1,16.2,4,4,66,13,2,0,0,4,0,2,10,0,0,2.16,3.21,1.02,199.7,138.1,0.61,0.51
685,박주현,16넥,0.61,30,0,0,23,7,5,0,0,119.0,89,84,538,153,28,1,19,37,0,8,71,1,5,6.35,5.81,1.60,82.7,89.0,0.61,-2.44
686,고효준,22S,0.61,45,0,0,0,1,0,0,7,38.2,18,16,174,35,6,2,1,20,2,2,35,0,7,3.72,3.42,1.42,111.8,121.6,0.61,0.37
687,박신지,18두,0.61,17,0,0,0,1,2,0,0,21.0,7,7,88,14,3,0,4,9,0,1,16,0,3,3.00,6.21,1.10,168.5,80.3,0.61,-0.85
688,조상우,17넥,0.61,13,0,0,7,5,3,0,2,44.1,25,24,198,53,13,0,3,15,0,1,45,0,0,4.87,3.67,1.53,102.1,134.5,0.61,-0.41
689,강영식,15롯,0.60,50,0,0,0,2,1,2,6,38.2,21,18,159,40,9,0,6,10,0,0,46,0,2,4.19,4.03,1.29,120.3,122.5,0.60,-0.43
690,배재환,19N,0.60,62,0,0,0,3,5,0,20,54.1,26,22,247,49,9,0,3,31,2,7,61,1,2,3.64,3.86,1.47,115.6,109.5,0.60,-0.66
691,신승현,15L,0.60,37,0,0,0,0,1,0,3,35.2,19,19,155,32,3,0,3,18,3,5,30,0,3,4.79,4.71,1.40,97.9,100.0,0.60,-0.60
692,김경태,17한,0.60,19,0,0,0,1,0,0,6,12.2,3,2,58,12,1,0,0,9,0,2,17,0,3,1.42,3.66,1.66,353.8,138.1,0.60,0.04
693,권휘,21두,0.59,24,0,0,0,0,0,0,1,20.1,6,6,92,16,3,0,0,14,0,2,15,0,3,2.66,4.22,1.48,162.4,105.0,0.59,0.13
694,류제국,19L,0.59,11,0,0,11,0,2,0,0,53.1,27,25,243,57,7,2,5,26,1,4,31,0,2,4.22,5.09,1.56,97.3,79.9,0.59,-0.58
695,이승현,22삼,0.59,54,0,0,0,0,2,0,13,50.0,26,26,217,48,14,1,5,22,1,3,39,0,0,4.68,4.52,1.40,89.2,91.4,0.59,1.11
696,노경은,15두,0.58,47,0,0,0,1,4,4,0,58.1,33,29,267,57,12,1,6,37,1,5,41,0,8,4.47,5.66,1.61,104.8,83.0,0.58,-1.85
697,김기훈,22K,0.58,5,0,0,0,0,0,0,0,8.2,1,1,36,4,0,0,0,7,0,0,9,0,0,1.04,3.68,1.27,392.6,111.1,0.58,0.42
698,페냐,22한,0.58,13,0,0,13,5,4,0,0,67.2,33,28,293,63,10,2,4,30,0,4,72,0,4,3.72,3.49,1.37,108.7,116.7,0.58,0.15
699,진해수,20L,0.58,76,0,0,0,4,2,0,22,50.0,27,24,230,54,6,0,3,23,2,4,59,0,5,4.32,3.48,1.54,107.1,133.3,0.58,-0.37
700,김명신,21두,0.57,58,0,0,1,3,2,0,2,67.0,37,32,289,72,14,3,6,14,1,6,43,0,1,4.30,4.06,1.28,100.3,105.9,0.57,-0.19
701,임규빈,20키,0.57,33,0,0,0,2,0,0,2,37.2,20,19,162,46,7,0,11,10,0,2,20,0,2,4.54,7.25,1.49,103.9,63.0,0.57,-0.20
702,이태양,20한S,0.57,53,0,0,0,2,1,0,4,56.0,35,34,250,68,12,1,8,16,2,1,45,0,3,5.46,4.61,1.50,88.0,105.9,0.57,0.08
703,이민호,15N,0.57,64,0,0,6,6,5,0,10,96.0,62,54,436,103,23,5,15,41,3,6,103,1,8,5.06,4.88,1.50,94.6,99.9,0.57,-1.45
704,김승현,18삼,0.56,28,0,0,0,1,3,0,2,32.1,18,16,158,48,8,1,3,15,2,5,29,0,3,4.45,4.92,1.95,119.1,106.3,0.56,-0.83
705,김진영,19한,0.56,6,0,0,5,0,4,0,0,26.2,12,12,117,27,6,0,1,16,0,1,14,0,0,4.05,4.75,1.61,102.3,88.2,0.56,0.12
706,백승건,19S,0.56,15,0,0,0,0,0,0,0,19.1,5,5,81,16,4,0,1,12,0,1,14,0,1,2.33,4.64,1.45,182.8,91.1,0.56,-0.51
707,최동환,16L,0.56,26,0,0,0,2,0,1,0,34.2,18,17,151,30,5,0,2,15,0,4,22,0,5,4.41,4.92,1.30,115.2,103.2,0.56,-0.84
708,홍성민,16롯,0.56,52,0,0,0,1,1,2,5,42.1,24,21,185,45,13,0,5,16,3,1,30,0,3,4.46,4.90,1.44,117.0,106.7,0.56,-0.38
709,허윤동,20삼,0.56,11,0,0,11,2,1,0,0,45.0,26,24,204,43,10,0,4,31,0,2,18,1,0,4.80,6.11,1.64,102.2,79.3,0.56,-0.21
710,서준원,20롯,0.56,31,0,0,20,7,6,0,0,107.2,71,62,480,130,18,0,16,31,1,5,60,0,3,5.18,5.35,1.50,94.0,89.8,0.56,-1.13
711,이승진,18S,0.56,34,0,0,2,0,1,0,0,41.1,25,21,189,41,6,0,6,20,1,4,37,0,6,4.57,5.60,1.48,115.0,94.4,0.56,-0.65
712,전유수,20K,0.56,47,0,0,0,5,4,2,3,45.2,26,26,200,46,7,1,3,21,5,3,27,0,1,5.12,4.48,1.47,93.8,106.5,0.56,0.41
713,임준혁,17S,0.55,43,0,0,0,0,0,1,2,45.1,27,23,223,54,10,0,4,29,7,5,30,1,3,4.57,5.35,1.83,110.2,94.5,0.55,0.10
714,김광수,15K,0.55,41,0,0,1,4,4,0,9,43.2,24,22,194,53,10,1,2,13,1,2,22,0,2,4.53,4.17,1.51,108.8,118.5,0.55,-0.64
715,이승호,18넥,0.55,32,0,0,4,1,3,0,4,45.0,28,28,203,44,9,0,8,22,1,5,38,0,8,5.60,6.19,1.47,92.0,82.3,0.55,-0.34
716,정찬헌,15L,0.55,32,0,0,0,3,6,1,5,44.0,27,27,191,49,8,0,3,14,2,5,32,0,2,5.52,4.21,1.43,85.0,112.5,0.55,-0.09
717,심동섭,15K,0.54,69,0,0,0,3,1,1,21,57.1,35,32,257,47,9,0,7,43,3,3,71,1,5,5.02,4.98,1.57,98.2,100.4,0.54,0.69
718,최준용,20롯,0.54,31,0,0,0,0,2,0,8,29.2,16,16,130,31,7,1,3,11,4,2,26,0,3,4.85,4.03,1.42,100.4,119.1,0.54,-0.75
719,이대은,21K,0.54,31,0,0,0,3,2,1,9,31.0,15,12,128,27,6,0,4,11,0,1,22,0,0,3.48,4.75,1.23,128.9,93.3,0.54,-0.14
720,최원태,21키,0.54,28,0,0,28,9,11,0,0,143.1,89,73,643,163,21,3,11,53,2,10,93,0,3,4.58,4.31,1.51,96.7,100.8,0.54,-0.71
721,조이현,20S,0.54,35,0,0,7,2,4,0,0,77.0,52,51,340,96,18,1,12,25,0,2,38,0,4,5.96,5.65,1.57,80.9,86.4,0.54,-0.71
722,이상화,18K,0.54,11,0,0,0,0,0,2,3,10.1,3,3,43,6,1,1,0,5,0,1,14,0,2,2.61,2.87,1.07,202.8,182.3,0.54,-0.41
723,임정호,22N,0.53,33,0,0,0,1,2,0,6,25.0,11,9,104,21,3,1,1,7,0,2,30,1,0,3.24,2.54,1.12,125.7,161.2,0.53,0.08
724,김윤식,21L,0.53,35,0,0,3,7,4,0,1,66.2,37,32,301,65,9,2,3,36,2,6,56,2,0,4.32,4.04,1.52,99.8,108.1,0.53,-0.54
725,이대은,19K,0.53,43,0,0,8,4,2,17,0,85.0,48,40,387,88,17,1,10,39,1,6,58,0,5,4.24,5.12,1.49,97.7,80.1,0.53,0.93
726,심재민,16k,0.53,59,0,0,0,2,3,0,7,54.1,36,33,255,75,12,2,4,24,0,5,30,0,1,5.47,5.25,1.82,95.6,99.3,0.53,-0.90
727,이재학,21N,0.53,17,2,1,17,6,6,0,0,83.0,50,48,370,74,16,1,14,52,0,6,65,0,3,5.20,6.06,1.52,87.2,74.8,0.53,-0.45
728,신정락,22한,0.53,44,0,0,0,2,1,1,4,47.0,25,21,215,52,10,1,4,16,2,7,23,0,2,4.02,4.81,1.45,100.7,85.0,0.53,-0.32
729,김택형,22S,0.52,64,0,0,0,3,5,17,10,60.1,33,33,261,57,9,0,8,22,1,3,62,0,6,4.92,4.20,1.31,84.6,100.6,0.52,-0.17
730,박민호,16S,0.52,32,0,0,0,0,1,0,3,36.2,20,20,159,40,5,1,4,9,1,4,18,0,0,4.91,5.21,1.34,106.3,100.4,0.52,-0.34
731,안영명,21K,0.51,35,0,0,0,0,1,0,4,35.1,17,16,145,24,3,0,2,11,0,1,32,0,0,4.08,3.28,0.99,110.2,135.9,0.51,-0.13
732,정대훈,16한,0.51,36,0,0,0,1,0,0,0,38.2,24,21,171,47,13,0,3,10,1,1,26,0,1,4.89,4.23,1.47,107.4,123.6,0.51,-0.59
733,김세현,17넥K,0.51,48,0,0,0,1,5,18,7,50.0,31,30,230,65,10,1,4,15,2,2,47,0,3,5.40,3.80,1.60,92.1,130.4,0.51,-1.55
734,홍상삼,21K,0.51,49,0,0,0,4,1,0,12,36.0,19,19,160,33,9,0,6,19,2,3,33,0,3,4.75,5.33,1.44,93.6,82.8,0.51,0.40
735,홍성무,15k,0.51,23,0,0,0,0,1,0,0,28.0,15,15,121,31,4,0,5,9,0,1,22,0,0,4.82,5.44,1.43,104.2,89.4,0.51,-0.15
736,채병용,18S,0.51,29,0,0,0,2,1,1,3,30.0,16,16,128,33,5,0,8,8,0,1,15,0,0,4.80,7.20,1.37,109.5,73.9,0.51,-0.05
737,김재웅,20키,0.51,43,0,0,7,1,4,0,2,59.2,36,31,258,64,18,0,7,23,1,2,51,0,4,4.68,4.58,1.46,100.9,100.9,0.51,-1.56
738,박상원,17한,0.50,18,0,0,0,0,0,0,1,21.2,10,10,87,19,2,0,3,7,0,0,13,0,2,4.15,5.30,1.20,121.1,95.4,0.50,0.13
739,김건태,16넥,0.50,34,0,0,4,1,5,0,0,63.1,44,37,288,71,7,2,9,29,0,6,28,0,5,5.26,6.41,1.58,99.9,80.6,0.50,-0.69
740,김도현,19한,0.50,11,0,0,8,4,3,0,0,38.0,19,18,171,42,9,0,2,21,0,2,15,0,1,4.26,5.11,1.66,97.2,81.9,0.50,0.04
741,오현택,15두,0.50,61,0,0,0,1,3,0,13,56.0,33,33,239,59,19,0,6,16,3,4,45,1,0,5.30,4.31,1.34,88.4,107.7,0.50,-1.49
742,안영명,18한,0.50,53,0,0,1,8,2,0,8,66.0,44,42,291,83,10,0,12,15,1,4,48,1,4,5.73,5.56,1.49,92.5,96.2,0.50,0.53
743,박상원,22한,0.50,14,0,0,0,0,0,0,4,12.0,4,3,53,11,1,0,0,6,0,0,16,0,1,2.25,2.17,1.42,179.9,186.6,0.50,0.19
744,김건태,20N,0.50,33,0,0,0,1,1,0,4,35.0,19,19,155,29,6,0,4,25,0,2,37,0,3,4.89,5.24,1.54,100.0,92.4,0.50,-0.26
745,김단우,17L,0.50,26,0,0,16,5,7,0,0,94.0,59,56,397,95,19,3,13,32,3,6,49,0,12,5.36,5.61,1.35,90.3,85.7,0.50,-0.86
746,양지율,20키,0.50,24,0,0,0,0,1,0,1,23.1,10,10,99,24,3,0,3,10,1,1,12,0,2,3.86,5.48,1.46,122.3,84.6,0.50,0.11
747,안영명,17한,0.49,25,0,0,16,1,8,0,0,87.2,62,56,410,123,30,2,11,28,2,5,54,1,5,5.75,5.20,1.72,87.5,97.3,0.49,-2.28
748,김진우,15K,0.49,4,0,0,2,1,0,0,1,13.0,5,5,55,12,1,0,1,9,0,1,12,0,0,3.46,5.08,1.62,142.5,97.7,0.49,0.04
749,박세웅,15k롯,0.49,31,0,0,21,2,11,0,0,114.0,81,73,526,129,17,1,16,54,1,12,82,0,10,5.76,5.71,1.61,87.4,86.3,0.49,-2.46
750,진야곱,16두,0.49,55,0,0,2,5,2,1,4,62.0,38,34,294,68,14,1,8,40,0,1,56,0,4,4.94,5.65,1.74,103.6,88.5,0.49,-0.86
751,박정수,20KN,0.49,22,0,0,3,1,1,0,2,33.0,17,17,144,25,5,1,4,24,0,6,29,0,1,4.64,6.10,1.49,105.0,79.2,0.49,-0.29
752,박정수,22두,0.49,13,0,0,0,1,1,0,0,19.2,7,7,83,17,2,0,1,9,0,1,18,0,1,3.20,3.69,1.32,124.2,108.6,0.49,-0.05
753,정인욱,18삼,0.49,19,0,0,0,1,0,0,0,31.0,17,12,137,31,7,1,3,9,0,3,27,0,1,3.48,4.51,1.29,152.3,115.9,0.49,-0.10
754,신민혁,22N,0.48,26,0,0,23,4,9,0,0,118.1,64,60,521,128,30,1,15,31,1,10,105,1,5,4.56,4.23,1.34,89.2,97.3,0.48,-0.38
755,채병용,15S,0.48,33,0,0,8,4,4,0,1,83.0,56,56,367,103,17,2,17,27,1,3,78,0,4,6.07,5.45,1.57,79.5,89.5,0.48,-0.87
756,윤희상,15S,0.48,21,0,0,21,5,9,0,0,93.1,65,61,415,113,24,3,15,34,2,3,67,0,2,5.88,5.39,1.58,82.1,90.5,0.48,-2.00
757,서재응,15K,0.48,9,0,0,9,1,4,0,0,40.0,23,22,174,52,10,2,5,8,0,5,16,0,1,4.95,5.42,1.50,99.6,90.9,0.48,-0.54
758,장시환,18롯,0.48,32,0,0,0,1,0,0,2,36.2,23,19,174,39,4,2,5,19,0,3,44,0,2,4.66,5.01,1.58,111.8,104.6,0.48,-0.14
759,윤영삼,17넥,0.48,28,0,0,2,1,4,1,0,49.2,31,31,229,67,13,2,8,17,0,0,46,0,5,5.62,5.00,1.69,88.5,97.3,0.48,-1.15
760,김성배,17두,0.48,45,0,0,0,2,1,1,4,44.0,26,26,192,47,9,1,8,9,0,6,33,0,0,5.32,5.62,1.27,90.5,84.4,0.48,-0.19
761,정우람,22한,0.47,23,0,0,0,0,1,1,7,18.1,8,6,84,23,5,0,1,6,1,0,20,0,0,2.95,2.68,1.58,137.4,151.9,0.47,0.33
762,문용익,22삼,0.47,39,0,0,0,1,2,1,2,37.2,20,14,163,31,5,0,2,22,0,2,23,0,2,3.35,4.72,1.41,124.8,86.7,0.47,-0.19
763,이형범,17N,0.47,14,0,0,4,1,2,0,0,29.1,12,10,126,26,4,1,2,13,0,5,14,0,4,3.07,5.51,1.33,161.6,90.8,0.47,-0.35
764,김강률,15두,0.47,16,0,0,0,3,1,0,3,14.2,5,4,67,14,3,1,1,10,0,0,7,0,1,2.45,5.59,1.64,191.0,84.9,0.47,-0.24
765,김건국,18롯,0.47,5,0,0,1,1,0,0,0,10.2,3,3,41,11,2,0,1,0,0,1,9,0,0,2.53,3.65,1.03,206.1,143.1,0.47,0.18
766,고영표,16k,0.47,53,0,0,0,2,4,0,5,56.1,38,35,260,65,9,4,6,19,0,10,62,1,0,5.59,4.52,1.49,93.5,115.8,0.47,-1.51
767,채지선,20두,0.46,37,0,0,0,1,0,0,2,33.0,18,18,158,34,3,1,3,24,1,5,34,0,11,4.91,5.22,1.76,94.4,88.7,0.46,-0.09
768,김민,19K,0.46,27,0,0,26,6,11,0,0,150.2,88,83,674,175,26,4,16,65,0,4,91,2,4,4.96,4.95,1.59,83.5,83.0,0.46,-2.06
769,최성훈,18L,0.46,24,0,0,0,0,0,0,3,16.2,7,7,74,17,4,0,4,9,1,1,14,0,2,3.78,6.89,1.56,133.5,71.7,0.46,-0.61
770,이동현,16L,0.45,46,0,0,0,4,3,2,5,43.1,26,26,195,54,13,0,5,14,3,3,38,0,3,5.40,4.51,1.57,94.2,110.0,0.45,-1.97
771,송윤준,20한,0.45,26,0,0,0,0,0,0,1,23.0,11,11,106,23,7,0,1,13,0,1,16,0,3,4.30,4.56,1.57,109.8,105.2,0.45,-0.22
772,김민수,19K,0.45,28,0,0,11,8,5,2,1,81.2,46,45,354,87,12,3,10,30,2,2,56,0,4,4.96,4.73,1.43,83.5,86.8,0.45,-0.60
773,황덕균,16넥,0.44,7,0,0,0,1,0,0,0,16.1,6,6,68,13,2,0,3,7,0,1,3,0,0,3.31,7.28,1.22,158.8,70.9,0.44,0.27
774,윤지웅,17L,0.44,34,0,0,3,1,1,1,3,35.0,20,15,154,39,6,0,4,10,3,4,22,0,1,3.86,4.91,1.40,125.6,98.1,0.44,0.09
775,강윤구,19N,0.44,67,0,0,0,3,3,0,15,56.1,29,28,242,55,4,4,4,24,2,4,49,0,2,4.47,3.97,1.40,94.2,106.3,0.44,0.47
776,임정우,17L,0.44,17,0,0,0,0,0,0,1,16.2,6,5,70,14,0,1,1,6,0,1,17,0,0,2.70,3.74,1.20,179.4,130.3,0.44,-0.38
777,윤정현,21키,0.44,10,0,0,0,0,0,0,1,12.1,2,2,53,11,2,0,0,5,0,1,7,0,0,1.46,3.66,1.30,303.8,121.2,0.44,0.08
778,마정길,15넥,0.44,35,0,0,0,0,0,0,0,37.1,22,21,166,36,9,0,4,17,0,6,33,0,1,5.06,5.09,1.42,98.3,97.4,0.44,0.06
779,한승혁,18K,0.43,21,0,0,19,7,3,0,0,88.0,62,57,406,105,18,3,8,44,1,4,65,0,16,5.83,5.14,1.69,88.0,100.4,0.43,-1.58
780,차명진,19K,0.43,9,0,0,6,3,1,0,0,33.0,17,16,151,35,9,0,1,18,0,2,19,0,3,4.36,4.46,1.61,96.1,93.8,0.43,0.25
781,신승현,16L,0.43,49,0,0,0,3,1,1,9,45.1,26,25,199,41,9,1,3,24,3,4,31,0,3,4.96,4.94,1.43,102.5,102.3,0.43,-0.40
782,최성영,18N,0.43,28,0,0,8,2,2,1,0,64.1,43,42,282,66,14,0,11,25,1,4,57,0,6,5.88,5.59,1.42,88.3,94.1,0.43,-0.31
783,송은범,21L,0.43,35,0,0,0,2,2,0,4,37.1,18,17,155,34,7,0,1,13,1,2,19,0,4,4.10,3.79,1.26,105.3,116.0,0.43,0.37
784,이민우,17K,0.43,4,0,0,2,1,1,0,0,12.2,4,4,53,14,2,0,2,0,0,1,9,0,0,2.84,4.60,1.11,174.8,108.6,0.43,0.05
785,장민기,21K,0.43,21,0,0,0,2,1,0,2,23.1,11,9,114,13,3,1,1,29,0,4,22,0,2,3.47,6.25,1.80,128.1,71.7,0.43,-0.67
786,이형범,18N,0.42,23,0,0,4,1,1,0,0,54.0,36,31,238,62,11,0,5,24,2,1,22,0,3,5.17,5.50,1.59,100.5,95.5,0.42,-0.42
787,김현우,16삼,0.42,17,0,0,0,1,0,0,0,20.2,9,8,91,26,3,0,3,4,0,2,19,0,1,3.48,4.71,1.45,151.3,110.9,0.42,0.07
788,함덕주,22L,0.42,13,0,0,0,0,0,0,0,12.2,3,3,58,9,2,0,0,11,0,1,13,0,0,2.13,4.13,1.58,186.5,99.2,0.42,-0.06
789,윤근영,17k,0.42,12,0,0,0,0,0,0,1,18.0,9,7,78,23,2,0,4,5,0,0,11,0,2,3.50,6.24,1.56,144.8,80.0,0.42,0.03
790,박명환,15N,0.42,11,0,0,4,1,1,0,0,26.0,14,14,118,36,5,0,6,5,0,3,15,0,2,4.85,6.39,1.58,98.9,76.4,0.42,0.08
791,원종현,19N,0.41,60,0,0,0,3,3,31,0,60.0,31,27,256,62,9,2,4,17,2,3,59,0,5,4.05,3.20,1.32,104.0,132.1,0.41,0.74
792,킹엄,22한,0.41,3,0,0,3,1,2,0,0,16.1,6,5,70,15,2,1,1,5,0,1,18,0,0,2.76,3.03,1.22,146.9,134.2,0.41,0.18
793,이동현,17L,0.41,45,0,0,0,3,6,7,5,50.2,30,27,211,52,11,0,4,10,7,3,39,0,7,4.80,3.58,1.22,101.0,134.6,0.41,0.83
794,임기영,18K,0.41,29,0,0,19,8,9,0,2,105.0,79,73,491,145,24,0,20,34,2,12,68,0,2,6.26,6.27,1.71,82.0,82.2,0.41,-1.61
795,최금강,21N,0.41,20,0,0,0,2,1,1,0,28.0,14,14,129,29,6,0,4,17,0,2,25,0,3,4.50,5.44,1.64,100.9,83.2,0.41,-0.36
796,배재준,18L,0.41,16,0,0,5,1,0,0,0,38.2,24,19,174,34,11,1,3,20,0,1,41,0,3,4.42,4.35,1.40,114.1,115.9,0.41,-0.48
797,송은범,16한,0.40,30,0,0,27,2,11,0,1,122.0,95,87,562,159,21,1,13,49,1,5,85,0,11,6.42,5.09,1.71,81.8,103.0,0.40,-2.91
798,이재영,15S,0.40,26,0,0,0,1,0,0,1,31.0,18,16,145,36,12,1,4,13,0,3,26,0,1,4.65,5.16,1.58,104.0,94.0,0.40,0.10
799,신재웅,19S,0.40,20,0,0,1,1,0,0,0,21.2,8,8,88,14,4,0,1,10,0,1,14,0,0,3.32,4.23,1.11,128.1,99.9,0.40,0.27
800,임찬규,18L,0.40,29,0,0,27,11,11,1,0,146.2,104,94,680,195,32,1,23,47,1,13,125,0,6,5.77,5.37,1.65,87.5,92.6,0.40,-2.78
801,이준영,20K,0.39,48,0,0,0,0,2,0,13,23.2,14,14,113,31,5,1,1,13,0,0,22,0,3,5.32,3.89,1.86,90.2,123.9,0.39,-0.43
802,고우석,17L,0.39,25,0,0,0,0,0,0,1,26.0,13,13,118,30,4,1,2,11,0,2,23,0,3,4.50,4.47,1.58,107.6,108.7,0.39,-0.64
803,윤명준,20두,0.39,42,0,0,0,0,0,2,7,40.0,24,22,180,49,6,1,4,12,1,1,20,0,1,4.95,4.76,1.53,93.6,97.2,0.39,0.42
804,정영일,16S,0.39,21,0,0,0,1,0,0,1,24.2,13,13,99,16,4,0,3,12,0,3,18,0,1,4.74,5.74,1.14,110.1,91.2,0.39,-0.05
805,이승진,20두,0.39,33,0,0,5,2,4,0,5,51.1,33,32,228,55,12,2,3,22,1,2,54,0,0,5.61,3.56,1.50,82.6,130.7,0.39,-0.66
806,윤성빈,18롯,0.39,18,0,0,10,2,5,0,0,50.2,36,36,235,51,12,0,5,36,0,3,65,0,5,6.39,4.86,1.72,81.6,107.7,0.39,-0.98
807,임창민,21N,0.39,46,0,0,0,0,3,0,17,40.1,23,17,178,35,8,0,2,20,1,4,29,0,7,3.79,4.25,1.36,119.7,105.8,0.39,0.23
808,김재열,21K,0.39,24,0,0,0,1,0,0,0,32.2,18,14,152,28,4,0,4,18,0,4,18,1,1,3.86,5.84,1.41,115.3,76.0,0.39,-0.19
809,김명신,20두,0.38,16,0,0,0,0,1,0,0,15.1,6,6,72,20,4,0,3,4,0,3,11,0,0,3.52,6.03,1.57,131.5,75.4,0.38,0.19
810,박진형,20롯,0.38,53,0,0,0,1,4,0,17,42.2,27,27,194,56,15,2,7,13,2,4,50,0,3,5.70,4.40,1.62,85.5,109.3,0.38,-1.18
811,김재윤,17k,0.38,41,0,0,0,3,5,15,0,37.1,25,24,161,41,6,4,1,11,3,1,31,0,1,5.79,3.15,1.39,87.6,160.3,0.38,-0.73
812,고영표,15k,0.38,46,0,0,0,3,4,0,0,57.0,41,36,266,68,13,0,2,19,1,16,57,0,3,5.68,3.86,1.53,88.4,129.0,0.38,-1.75
