이름,WAR*,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WPA,소속팀,연도,포지션,연봉
박석민,4.78,126,506,427,77,131,20,0,32,247,104,2,0,56,16,2,95,18,2,4,0.307,0.404,0.578,0.982,0.424,144.1,2.16,NC,2016,3B,75000.0
김재환,4.77,137,566,475,86,130,23,2,27,238,102,2,3,81,5,3,127,9,0,5,0.274,0.382,0.501,0.883,0.401,148.2,2.69,두산,2021,LF,150000.0
강백호,4.74,117,504,437,72,147,29,1,13,217,65,9,5,61,2,4,87,11,0,4,0.336,0.417,0.497,0.913,0.415,157.4,3.83,kt,2019,RF,21000.0
강백호,4.74,129,574,500,95,165,36,1,23,272,89,7,2,66,5,9,93,7,0,3,0.33,0.411,0.544,0.955,0.421,149.2,3.13,kt,2020,1B,21000.0
채은성,4.73,139,578,529,78,175,36,2,25,290,119,3,1,35,9,1,97,12,0,5,0.331,0.379,0.548,0.927,0.396,137.5,3.44,LG,2018,RF,
김혜성,4.73,144,634,559,99,170,20,3,3,205,66,46,4,64,1,3,97,8,0,10,0.304,0.371,0.367,0.737,0.351,106.2,0.99,키움,2021,SS,32000.0
박민우,4.72,125,526,468,89,161,23,8,1,203,45,18,7,41,9,1,40,10,2,6,0.344,0.403,0.434,0.836,0.387,135.8,1.68,NC,2019,2B,52000.0
아두치,4.71,132,594,526,105,165,34,5,28,293,106,24,10,55,8,8,118,9,1,4,0.314,0.385,0.557,0.942,0.405,135.2,5.41,롯데,2015,CF,0.0
박민우,4.71,106,452,388,84,141,25,4,3,183,47,11,1,46,11,0,51,8,3,4,0.363,0.441,0.472,0.913,0.412,145.5,4.03,NC,2017,2B,32000.0
김재환,4.7,140,613,515,82,137,26,1,30,255,113,6,0,91,1,3,154,14,0,6,0.266,0.374,0.495,0.869,0.385,135.2,2.33,두산,2020,LF,65000.0
박건우,4.68,127,537,458,83,146,27,5,10,213,64,12,3,60,7,0,57,23,1,11,0.319,0.397,0.465,0.863,0.394,144.3,0.91,두산,2019,RF,45000.0
최주환,4.66,138,590,519,87,173,39,6,26,302,108,1,0,51,10,1,89,5,0,10,0.333,0.397,0.582,0.979,0.413,148.6,3.9,두산,2018,DH,
박건우,4.62,126,525,458,82,149,31,2,6,202,63,13,0,50,11,2,72,16,0,6,0.325,0.4,0.441,0.841,0.394,138.5,1.64,두산,2021,RF,
양의지,4.61,130,510,427,61,121,24,0,20,205,94,3,1,60,13,6,48,16,0,10,0.283,0.38,0.48,0.861,0.386,140.3,0.76,NC,2022,C,
박경수,4.57,137,537,440,75,125,30,1,22,223,73,6,4,74,13,1,115,8,6,4,0.284,0.399,0.507,0.906,0.397,131.0,1.12,kt,2015,2B,23000.0
버나디나,4.55,131,590,513,106,159,25,3,20,250,70,32,13,63,10,3,103,9,3,1,0.31,0.395,0.487,0.883,0.385,125.4,3.55,,2018,CF,
나성범,4.51,144,620,556,110,177,36,3,23,288,91,15,2,44,15,4,131,11,0,5,0.318,0.381,0.518,0.899,0.387,126.6,4.73,NC,2018,RF,
박건우,4.51,132,540,484,95,162,36,4,20,266,83,17,6,38,9,0,86,9,4,5,0.335,0.39,0.55,0.94,0.411,137.7,2.99,두산,2016,RF,19500.0
박민우,4.47,126,530,467,82,161,27,5,8,222,63,13,6,36,15,2,48,12,2,10,0.345,0.402,0.475,0.877,0.396,132.6,1.46,NC,2020,2B,52000.0
박건우,4.47,111,463,408,52,137,18,1,10,187,61,3,3,44,8,1,62,10,0,3,0.336,0.408,0.458,0.867,0.4,151.9,1.02,NC,2022,CF,190000.0
정은원,4.46,139,608,495,85,140,22,5,6,190,39,19,11,105,1,1,105,9,4,3,0.283,0.407,0.384,0.791,0.379,126.6,1.76,한화,2021,2B,19080.0
서건창,4.46,140,646,560,111,182,30,7,7,247,63,26,13,69,10,2,58,6,3,4,0.325,0.406,0.441,0.847,0.389,116.6,4.17,키움,2016,2B,40000.0
오지환,4.44,138,566,497,76,138,41,4,11,220,56,25,10,59,4,1,121,2,3,3,0.278,0.357,0.443,0.8,0.357,110.3,2.4,LG,2015,SS,25000.0
알테어,4.43,136,546,482,90,134,20,7,31,261,108,22,3,46,12,3,149,10,0,6,0.278,0.352,0.541,0.893,0.387,124.7,2.78,NC,2020,CF,110000.0
박민우,4.42,141,617,520,111,158,31,6,3,210,47,46,16,73,14,0,108,4,3,7,0.304,0.399,0.404,0.803,0.371,116.8,1.48,NC,2015,2B,19000.0
나성범,4.42,144,653,572,116,177,37,2,22,284,113,7,4,67,9,2,136,4,1,4,0.309,0.388,0.497,0.885,0.395,125.9,1.93,NC,2016,RF,35000.0
오지환,4.41,141,591,527,95,158,41,7,10,243,71,20,8,45,9,1,116,4,5,5,0.3,0.362,0.461,0.823,0.368,119.9,1.21,LG,2020,SS,60000.0
페르난데스,4.4,144,668,586,104,199,29,0,21,291,105,0,1,58,13,1,42,26,0,11,0.34,0.404,0.497,0.901,0.406,146.5,4.31,두산,2020,DH,40000.0
안치홍,4.39,132,545,487,95,154,29,2,21,250,93,7,0,43,4,1,70,19,6,5,0.316,0.373,0.513,0.886,0.382,123.0,3.8,KIA,2017,2B,32000.0
로맥,4.38,139,586,485,85,137,32,0,32,265,91,4,2,91,6,5,116,5,0,4,0.282,0.399,0.546,0.946,0.414,142.7,4.31,SSG,2020,1B,
정근우,4.37,138,650,575,121,178,31,2,18,267,88,22,6,60,9,2,58,14,1,5,0.31,0.381,0.464,0.845,0.381,112.5,3.71,한화,2016,2B,70000.0
이범호,4.36,138,560,484,93,150,23,0,33,272,108,1,1,60,9,7,57,15,0,7,0.31,0.391,0.562,0.953,0.411,132.9,3.95,KIA,2016,3B,65000.0
라모스,4.35,117,494,431,74,120,17,2,38,255,86,2,0,55,4,5,136,7,0,4,0.278,0.362,0.592,0.954,0.407,153.6,2.45,LG,2020,1B,60000.0
이용규,4.31,113,530,452,98,159,20,4,3,196,41,21,11,63,7,1,29,7,7,1,0.352,0.438,0.434,0.872,0.404,128.1,3.44,한화,2016,CF,90000.0
스크럭스,4.26,115,518,437,91,131,24,0,35,260,111,4,0,65,12,2,134,9,0,4,0.3,0.402,0.595,0.997,0.423,150.2,4.78,NC,2017,1B,0.0
전준우,4.24,141,606,545,85,164,30,1,22,262,83,8,2,46,7,2,71,19,1,7,0.301,0.359,0.481,0.839,0.379,130.6,0.53,롯데,2019,LF,50000.0
민병헌,4.24,134,579,511,98,166,31,4,16,253,87,9,2,48,15,1,91,18,1,4,0.325,0.396,0.495,0.891,0.4,129.5,2.84,두산,2016,RF,55000.0
박성한,4.23,140,564,494,68,147,24,4,2,185,56,12,8,60,2,1,81,5,6,2,0.298,0.375,0.374,0.749,0.349,116.6,1.49,SSG,2022,SS,
이재원,4.21,130,471,407,63,134,24,0,17,209,57,0,0,43,12,0,65,13,4,5,0.329,0.405,0.514,0.918,0.397,130.6,2.1,SSG,2018,C,
서건창,4.2,139,615,539,87,179,28,3,6,231,76,15,6,67,1,1,68,11,2,6,0.332,0.403,0.429,0.832,0.378,118.2,3.38,키움,2017,2B,38000.0
러프,4.18,133,568,472,80,138,35,2,22,243,101,6,3,80,7,6,87,18,0,9,0.292,0.396,0.515,0.911,0.406,145.8,1.3,삼성,2019,1B,
김태균,4.17,133,524,408,61,129,28,0,21,220,104,3,1,98,12,12,80,19,1,5,0.316,0.457,0.539,0.996,0.436,153.7,5.83,한화,2015,1B,160000.0
최형우,4.16,136,555,456,65,137,31,1,17,221,86,0,1,85,7,6,77,13,0,7,0.3,0.413,0.485,0.897,0.406,150.3,3.05,KIA,2019,DH,150000.0
오지환,4.16,121,472,393,73,110,14,5,20,194,78,17,9,65,7,0,97,7,2,5,0.28,0.387,0.494,0.881,0.391,126.6,1.98,LG,2016,SS,35000.0
오재일,4.14,130,529,467,76,137,29,1,21,231,102,2,1,55,3,1,99,5,0,4,0.293,0.369,0.495,0.863,0.39,145.1,4.6,두산,2019,1B,47000.0
최형우,4.13,144,637,547,94,174,33,1,33,308,123,2,5,73,9,7,101,13,0,8,0.318,0.402,0.563,0.965,0.416,143.3,3.48,삼성,2015,LF,70000.0
김주찬,4.12,130,555,511,97,177,37,3,23,289,101,9,7,30,7,1,68,13,1,6,0.346,0.386,0.566,0.952,0.415,135.8,3.62,KIA,2016,LF,60000.0
박민우,4.09,121,515,435,84,149,16,6,3,186,55,20,6,55,8,1,70,9,10,7,0.343,0.42,0.428,0.847,0.387,122.1,2.5,NC,2016,2B,25000.0
박석민,4.06,123,448,356,58,109,15,0,14,166,63,0,1,75,10,2,62,11,2,4,0.306,0.436,0.466,0.902,0.411,142.6,2.64,NC,2020,3B,70000.0
황재균,4.05,124,506,447,78,127,16,3,20,209,67,10,7,52,2,2,70,10,0,5,0.284,0.358,0.468,0.825,0.373,130.2,2.18,kt,2019,3B,120000.0
박경수,4.04,121,476,402,64,126,22,1,20,210,80,3,1,65,5,2,80,9,0,4,0.313,0.412,0.522,0.934,0.415,135.0,2.22,kt,2016,2B,23000.0
오재일,4.03,105,455,380,69,120,20,2,27,225,92,1,0,64,2,2,73,5,2,7,0.316,0.411,0.592,1.003,0.43,154.4,4.67,두산,2016,1B,19800.0
로맥,4.02,137,589,504,86,139,28,1,29,256,95,6,3,73,6,3,117,11,0,6,0.276,0.37,0.508,0.878,0.393,136.7,1.09,SSG,2019,1B,90000.0
문보경,4.02,126,466,406,52,128,22,3,9,183,56,7,0,47,1,1,56,11,5,7,0.315,0.382,0.451,0.833,0.377,138.3,1.1,LG,2022,3B,6800.0
황재균,4.01,144,596,534,95,155,41,2,26,278,97,11,10,48,4,1,122,14,4,6,0.29,0.35,0.521,0.87,0.375,115.4,1.43,롯데,2015,3B,50000.0
최주환,4.0,140,573,508,63,155,29,4,16,240,86,2,2,48,6,5,66,7,1,10,0.305,0.365,0.472,0.838,0.372,123.6,1.7,두산,2020,2B,
이천웅,3.98,138,613,546,88,168,24,3,2,204,48,21,10,57,5,1,82,13,4,1,0.308,0.378,0.374,0.751,0.353,114.3,2.02,LG,2019,CF,28000.0
구자욱,3.96,108,495,428,105,147,19,13,14,234,77,10,5,55,5,1,68,4,2,5,0.343,0.42,0.547,0.967,0.427,142.5,4.99,삼성,2016,1B,16000.0
마티니,3.96,139,576,510,67,153,34,1,16,237,85,13,4,51,8,5,86,8,0,7,0.3,0.368,0.465,0.833,0.376,134.9,0.53,NC,2022,LF,
나지완,3.94,118,486,380,84,117,21,2,25,217,90,6,3,85,17,1,90,8,0,4,0.308,0.451,0.571,1.022,0.45,158.0,3.83,KIA,2016,DH,60000.0
러프,3.92,134,591,515,90,162,38,0,31,293,124,2,2,60,12,4,107,14,0,4,0.315,0.396,0.569,0.965,0.414,142.6,4.11,삼성,2017,1B,140000.0
홍창기,3.91,135,507,408,87,114,29,6,5,170,39,11,5,83,10,1,87,8,3,3,0.279,0.411,0.417,0.827,0.384,129.5,2.81,LG,2020,CF,3800.0
나성범,3.91,144,623,570,96,160,29,1,33,290,101,1,2,38,11,2,155,5,0,4,0.281,0.336,0.509,0.844,0.38,124.1,3.13,NC,2021,RF,
구자욱,3.91,116,529,478,100,159,26,5,20,255,84,10,0,43,5,2,110,4,1,2,0.333,0.392,0.533,0.926,0.398,131.9,4.23,삼성,2018,RF,
한유섬,3.9,135,519,442,71,123,18,1,31,236,95,1,0,60,10,4,96,11,1,6,0.278,0.373,0.534,0.907,0.404,138.6,1.99,SSG,2021,RF,
한유섬,3.9,135,545,458,62,121,33,1,21,219,100,1,1,66,16,6,137,8,0,5,0.264,0.373,0.478,0.851,0.382,134.9,3.45,SSG,2022,RF,
추신수,3.89,137,580,461,84,122,19,2,21,208,69,25,9,103,12,4,123,8,0,4,0.265,0.409,0.451,0.86,0.4,137.4,4.59,SSG,2021,DH,
오재일,3.88,128,466,412,62,126,27,0,26,231,89,1,1,45,5,0,80,5,1,3,0.306,0.379,0.561,0.939,0.403,146.4,2.67,두산,2017,1B,30000.0
강민호,3.86,123,462,406,55,118,22,0,18,194,67,0,0,45,4,4,53,18,0,7,0.291,0.362,0.478,0.839,0.38,123.6,1.49,삼성,2021,C,60000.0
박병호,3.85,124,487,429,72,118,17,0,35,240,98,5,3,40,12,3,131,7,0,6,0.275,0.349,0.559,0.909,0.399,147.8,3.71,kt,2022,1B,60000.0
박용택,3.85,128,533,487,66,159,28,2,18,245,83,11,4,34,4,1,73,12,1,7,0.326,0.37,0.503,0.873,0.384,131.3,1.35,LG,2015,LF,80000.0
이대호,3.84,144,604,543,81,181,30,0,37,322,125,0,1,43,14,7,75,18,0,4,0.333,0.394,0.593,0.987,0.415,142.3,4.34,롯데,2018,DH,
김하성,3.81,144,599,526,92,148,29,7,20,251,84,28,15,60,6,2,80,7,2,5,0.281,0.359,0.477,0.836,0.37,104.8,1.12,키움,2016,SS,22000.0
손아섭,3.8,116,517,445,86,141,28,1,13,210,54,11,6,68,1,3,96,6,0,3,0.317,0.406,0.472,0.878,0.395,131.1,1.87,롯데,2015,RF,60000.0
김재호,3.79,131,467,402,78,125,20,0,16,193,75,6,2,52,4,1,77,12,3,6,0.311,0.39,0.48,0.87,0.379,124.5,1.69,두산,2018,SS,
박건우,3.78,129,551,487,103,148,40,0,14,230,70,8,2,42,12,2,65,9,3,7,0.304,0.369,0.472,0.841,0.375,126.5,1.67,두산,2020,RF,45000.0
푸이그,3.78,126,547,473,65,131,30,0,21,224,73,6,3,58,12,1,100,6,0,4,0.277,0.368,0.474,0.841,0.382,143.4,1.35,키움,2022,RF,
한동희,3.77,129,499,456,43,140,27,0,14,209,65,0,0,33,6,2,64,15,0,4,0.307,0.359,0.458,0.817,0.372,129.2,0.32,롯데,2022,3B,17200.0
에반스,3.76,118,481,400,69,123,31,0,24,226,81,0,0,69,5,0,90,10,0,7,0.308,0.41,0.565,0.975,0.425,150.6,3.29,두산,2016,DH,0.0
노시환,3.75,107,458,380,56,103,18,1,18,177,84,5,2,73,1,9,107,15,0,4,0.271,0.387,0.466,0.852,0.387,131.8,1.82,한화,2021,3B,12000.0
이정후,3.75,109,520,459,81,163,34,2,6,219,57,11,4,42,8,3,58,5,3,8,0.355,0.412,0.477,0.889,0.391,127.4,2.9,키움,2018,RF,
한유섬,3.73,103,414,350,64,103,21,2,29,215,73,2,2,46,15,2,79,8,0,3,0.294,0.396,0.614,1.01,0.426,149.7,2.95,SSG,2017,RF,15000.0
박용택,3.73,138,596,509,83,175,23,2,14,244,90,4,2,72,6,6,88,13,0,9,0.344,0.425,0.479,0.904,0.402,140.1,5.62,LG,2017,LF,80000.0
호잉,3.72,142,590,529,85,162,47,2,30,303,110,23,9,51,5,10,93,5,0,5,0.306,0.37,0.573,0.942,0.391,124.8,4.72,한화,2018,RF,
정은원,3.7,140,601,508,67,140,20,2,8,188,49,10,6,85,1,0,109,10,4,3,0.276,0.379,0.37,0.749,0.352,118.2,-0.81,한화,2022,2B,19080.0
유강남,3.68,132,465,425,53,126,33,0,19,216,66,0,0,28,9,1,80,21,2,1,0.296,0.352,0.508,0.86,0.368,118.7,-0.62,LG,2018,C,
최재훈,3.67,116,467,375,52,103,21,0,7,145,44,3,2,71,13,2,68,16,5,3,0.275,0.405,0.387,0.791,0.376,124.6,1.03,한화,2021,C,100000.0
이대호,3.67,142,608,540,73,173,13,0,34,288,111,1,1,50,15,8,84,22,0,3,0.32,0.391,0.533,0.925,0.4,132.4,4.25,롯데,2017,1B,250000.0
이정후,3.66,144,622,552,111,179,29,8,2,230,47,12,4,60,6,2,67,9,2,2,0.324,0.395,0.417,0.812,0.37,112.0,1.35,키움,2017,CF,11000.0
김재호,3.64,133,488,410,63,126,24,3,3,165,50,7,2,54,3,0,42,18,14,7,0.307,0.386,0.402,0.789,0.354,105.3,-0.4,두산,2015,SS,41000.0
이대호,3.58,143,591,540,53,179,23,0,23,271,101,0,0,43,2,7,56,26,0,6,0.331,0.379,0.502,0.881,0.395,146.2,0.96,롯데,2022,DH,
오재일,3.57,127,534,471,62,147,32,0,16,227,89,2,1,61,0,1,92,12,0,2,0.312,0.39,0.482,0.872,0.394,138.8,1.35,두산,2020,1B,
김현수,3.57,140,595,526,75,160,37,0,11,230,82,3,1,54,6,9,52,11,0,9,0.304,0.37,0.437,0.807,0.366,125.8,3.29,LG,2019,LF,130000.0
김하성,3.56,129,576,511,95,147,27,4,20,242,84,8,2,54,5,2,81,16,1,5,0.288,0.358,0.474,0.832,0.36,108.5,1.01,키움,2018,SS,
허경민,3.56,133,577,516,85,167,30,5,10,237,79,20,4,32,16,0,52,15,5,8,0.324,0.376,0.459,0.835,0.366,113.4,1.89,두산,2018,3B,
최재훈,3.55,135,451,373,47,108,18,0,3,135,31,3,10,56,14,0,61,9,4,4,0.29,0.398,0.362,0.76,0.362,122.0,-0.01,한화,2019,C,20000.0
배정대,3.55,144,615,533,88,154,25,3,13,224,65,22,13,68,5,0,142,9,5,4,0.289,0.372,0.42,0.792,0.362,110.3,0.95,kt,2020,CF,4800.0
허경민,3.55,117,487,437,70,145,25,1,7,193,58,14,6,35,5,2,28,10,3,7,0.332,0.382,0.442,0.824,0.373,122.7,1.58,두산,2020,3B,48000.0
민병헌,3.53,101,420,369,52,112,24,2,9,167,43,13,6,42,5,0,55,9,1,3,0.304,0.38,0.453,0.832,0.382,133.4,0.1,롯데,2019,CF,125000.0
나지완,3.53,137,551,459,85,138,20,3,27,245,94,1,1,62,23,0,105,10,0,7,0.301,0.405,0.534,0.939,0.409,140.8,3.0,KIA,2017,DH,60000.0
한유섬,3.53,136,562,486,97,138,31,0,41,292,115,4,2,52,16,3,124,10,0,8,0.284,0.367,0.601,0.967,0.399,129.8,4.03,SSG,2018,RF,
김재환,3.52,136,573,494,76,140,20,5,15,215,91,3,1,63,5,5,113,7,0,11,0.283,0.363,0.435,0.798,0.362,123.5,2.53,두산,2019,LF,65000.0
최정,3.52,115,489,406,95,99,16,1,35,222,74,9,2,58,23,2,129,10,0,2,0.244,0.368,0.547,0.915,0.385,120.3,2.5,SSG,2018,3B,
박해민,3.52,144,608,525,96,154,22,7,0,190,47,60,8,56,2,1,126,8,23,2,0.293,0.362,0.362,0.724,0.326,85.2,1.65,삼성,2015,CF,15000.0
강민호,3.51,130,515,456,62,130,22,1,22,220,68,0,2,41,15,6,104,15,0,3,0.285,0.361,0.482,0.844,0.367,110.8,0.96,롯데,2017,C,
호잉,3.51,124,525,476,74,135,26,2,18,219,73,22,7,38,5,5,90,6,1,5,0.284,0.34,0.46,0.8,0.359,120.9,1.69,한화,2019,RF,55000.0
유한준,3.48,121,480,428,59,145,21,1,20,228,83,1,1,47,2,3,53,9,2,1,0.339,0.406,0.533,0.939,0.404,134.5,2.84,,2018,RF,
유한준,3.46,139,562,501,61,159,19,1,14,222,86,3,0,52,4,1,61,20,0,5,0.317,0.383,0.443,0.826,0.381,133.6,4.09,kt,2019,DH,50000.0
안치홍,3.45,119,490,421,58,129,30,2,10,193,82,3,6,52,3,2,58,10,5,9,0.306,0.379,0.458,0.838,0.382,124.3,1.55,롯데,2021,2B,100000.0
박해민,3.45,144,636,570,97,165,20,8,3,210,49,24,6,44,9,0,85,4,7,6,0.289,0.347,0.368,0.715,0.331,103.9,0.6,LG,2022,CF,60000.0
박건우,3.42,125,529,488,79,159,24,6,12,231,84,7,3,28,10,1,65,14,1,2,0.326,0.373,0.473,0.847,0.371,117.5,3.97,두산,2018,CF,
김선빈,3.42,130,564,501,55,154,32,0,5,201,67,0,0,56,1,2,39,19,1,5,0.307,0.375,0.401,0.776,0.366,116.0,3.06,KIA,2021,2B,45000.0
정훈,3.41,135,562,486,85,146,27,2,9,204,62,16,6,52,14,2,102,14,7,3,0.3,0.382,0.42,0.802,0.363,110.1,-0.65,롯데,2015,2B,21000.0
황재균,3.4,142,588,530,76,157,41,3,25,279,88,14,7,49,4,1,120,5,2,3,0.296,0.358,0.526,0.885,0.376,115.5,1.96,,2018,3B,
장성우,3.39,117,420,362,48,94,11,0,18,159,55,1,0,52,2,2,79,12,1,3,0.26,0.353,0.439,0.792,0.36,121.8,0.5,kt,2022,C,50000.0
박해민,3.38,127,542,454,78,132,22,1,5,171,54,36,15,69,3,2,82,3,9,7,0.291,0.383,0.377,0.759,0.356,110.6,1.39,삼성,2021,CF,
구자욱,3.38,118,510,446,70,137,27,2,15,213,78,19,5,51,8,3,91,4,1,4,0.307,0.385,0.478,0.863,0.387,126.6,4.53,삼성,2020,LF,28000.0
김민성,3.37,141,579,510,76,156,39,5,17,256,90,6,3,53,3,3,89,15,1,12,0.306,0.367,0.502,0.869,0.38,111.6,1.81,키움,2016,3B,37000.0
오지환,3.37,134,547,473,63,119,23,5,9,179,53,27,5,57,7,1,113,7,7,3,0.252,0.339,0.378,0.717,0.33,100.8,0.85,LG,2019,SS,60000.0
민병헌,3.36,123,520,447,73,136,21,0,14,199,71,3,4,47,19,2,74,14,1,6,0.304,0.389,0.445,0.834,0.374,122.8,0.9,두산,2017,RF,
이원석,3.35,128,543,479,74,144,30,1,20,236,93,2,1,52,7,1,103,10,0,5,0.301,0.374,0.493,0.867,0.376,116.9,3.82,삼성,2018,3B,
유강남,3.35,132,468,418,44,113,22,0,16,183,49,0,0,30,13,2,82,21,1,6,0.27,0.334,0.438,0.772,0.35,117.0,-0.0,LG,2019,C,23000.0
전준우,3.35,110,496,455,76,146,27,1,18,229,69,2,4,30,7,2,70,11,2,2,0.321,0.37,0.503,0.874,0.381,120.4,2.4,롯데,2017,CF,27000.0
이범호,3.34,138,514,437,60,118,25,0,28,227,79,3,4,57,16,1,91,16,0,4,0.27,0.372,0.519,0.891,0.389,125.2,2.74,KIA,2015,3B,65000.0
박성한,3.34,135,471,407,53,123,21,1,4,158,44,12,5,49,1,0,73,1,12,2,0.302,0.377,0.388,0.765,0.356,110.3,1.4,SSG,2021,SS,
손아섭,3.33,139,610,542,88,173,29,2,3,215,58,11,6,61,3,3,67,15,3,1,0.319,0.39,0.397,0.787,0.373,118.8,1.98,롯데,2021,RF,
박석민,3.31,112,444,360,49,96,17,1,19,172,74,1,2,65,12,2,69,17,4,3,0.267,0.393,0.478,0.871,0.393,139.3,1.42,NC,2019,3B,70000.0
노진혁,3.31,132,484,427,70,117,22,3,20,205,82,0,4,49,5,3,106,8,3,0,0.274,0.356,0.48,0.836,0.37,114.4,1.41,NC,2020,SS,14000.0
노진혁,3.31,115,451,396,50,111,24,0,15,180,75,2,0,45,2,3,105,11,3,5,0.28,0.353,0.455,0.807,0.362,125.1,1.13,NC,2022,3B,23000.0
김현수,3.31,140,595,506,70,144,23,1,17,220,97,3,0,77,3,5,42,7,0,9,0.285,0.377,0.435,0.811,0.375,128.3,3.02,LG,2021,LF,150000.0
오재원,3.29,132,521,473,78,148,24,1,15,219,81,15,6,41,2,0,119,13,3,2,0.313,0.369,0.463,0.832,0.364,114.0,4.07,두산,2018,2B,
허경민,3.29,121,493,432,59,125,23,0,8,172,60,10,3,36,16,3,40,12,2,7,0.289,0.361,0.398,0.759,0.35,119.6,1.82,두산,2022,3B,120000.0
유한준,3.29,110,460,408,70,137,22,0,14,201,64,4,1,47,2,1,40,10,0,3,0.336,0.404,0.493,0.897,0.405,128.6,3.42,kt,2016,RF,60000.0
한동희,3.28,129,496,424,54,113,24,0,17,188,69,0,1,61,6,1,95,21,1,4,0.267,0.364,0.443,0.807,0.373,119.0,0.85,롯데,2021,3B,17200.0
김상수,3.26,120,471,404,71,123,18,3,5,162,47,10,3,55,8,1,55,16,2,2,0.304,0.397,0.401,0.798,0.372,118.5,0.76,삼성,2020,2B,25000.0
피렐라,3.26,140,621,553,102,158,25,2,29,274,97,9,6,57,8,2,89,8,0,3,0.286,0.359,0.495,0.855,0.389,128.7,3.27,삼성,2021,DH,60000.0
마차도,3.25,144,560,486,79,136,31,1,12,205,67,15,1,54,8,2,60,20,4,8,0.28,0.356,0.422,0.778,0.351,102.5,1.71,롯데,2020,SS,50000.0
터커,3.25,95,399,357,50,111,33,0,9,171,50,0,0,38,3,0,44,12,0,1,0.311,0.381,0.479,0.86,0.393,141.4,0.56,KIA,2019,RF,55000.0
안치홍,3.24,132,562,493,71,140,27,3,14,215,58,7,2,51,5,4,52,13,8,5,0.284,0.354,0.436,0.79,0.354,117.2,0.87,롯데,2022,2B,100000.0
김재환,3.24,128,517,448,64,111,24,1,23,206,72,2,1,61,4,4,133,5,0,4,0.248,0.34,0.46,0.8,0.36,130.7,0.33,두산,2022,LF,150000.0
김재호,3.24,137,496,416,69,129,27,3,7,183,78,8,4,57,5,1,52,8,5,13,0.31,0.389,0.44,0.829,0.374,110.5,2.4,두산,2016,SS,65000.0
최정,3.23,81,330,275,43,81,17,0,17,149,58,5,2,46,5,2,78,6,1,3,0.295,0.401,0.542,0.943,0.41,143.2,1.39,SSG,2015,3B,100000.0
에반스,3.2,138,581,514,82,152,19,0,27,252,90,2,0,61,3,0,114,15,0,3,0.296,0.372,0.49,0.862,0.379,128.7,3.05,두산,2017,DH,
박해민,3.2,144,649,576,114,172,30,10,9,249,68,36,10,56,3,0,99,9,8,6,0.299,0.36,0.432,0.793,0.347,99.1,1.95,삼성,2018,CF,
홍창기,3.17,118,525,437,76,125,19,4,1,155,51,13,4,59,19,0,75,11,5,5,0.286,0.39,0.355,0.745,0.353,119.2,1.27,LG,2022,RF,32000.0
채은성,3.16,128,513,469,59,148,18,1,12,204,72,2,2,24,12,1,66,9,0,8,0.316,0.359,0.435,0.794,0.364,124.5,-0.31,LG,2019,RF,32000.0
이승엽,3.14,122,522,470,87,156,28,1,26,264,90,2,1,40,6,2,71,10,0,6,0.332,0.387,0.562,0.949,0.412,140.4,2.52,삼성,2015,DH,100000.0
최원준,3.14,143,668,589,82,174,21,6,4,219,44,40,13,61,11,0,68,7,4,3,0.295,0.371,0.372,0.742,0.354,108.6,1.24,두산,2021,RF,34000.0
서동욱,3.13,124,485,411,73,120,30,3,16,204,67,9,4,60,5,1,108,8,6,3,0.292,0.386,0.496,0.883,0.389,118.1,3.07,KIA,2016,2B,15000.0
나지완,3.12,137,556,468,73,136,19,1,17,208,92,0,0,64,18,1,114,6,0,6,0.291,0.392,0.444,0.837,0.383,124.8,4.11,KIA,2020,LF,60000.0
양석환,3.1,133,546,488,66,133,22,0,28,239,96,2,3,42,9,2,136,10,0,7,0.273,0.337,0.49,0.827,0.373,130.3,1.93,두산,2021,1B,39000.0
이용규,3.1,133,547,459,88,136,16,8,1,171,43,16,2,71,5,2,46,5,6,6,0.296,0.392,0.373,0.764,0.363,112.7,1.73,키움,2021,LF,40000.0
전준우,3.1,120,517,470,73,143,31,1,11,209,68,6,3,35,3,1,73,14,0,9,0.304,0.35,0.445,0.795,0.361,121.3,1.19,롯데,2022,LF,50000.0
하주석,3.09,138,594,525,84,143,27,3,10,206,68,23,6,51,10,1,135,9,5,3,0.272,0.346,0.392,0.739,0.345,104.4,-1.37,한화,2021,SS,20090.0
박동원,3.09,131,481,413,61,103,21,0,22,190,83,2,0,53,7,0,114,12,5,3,0.249,0.342,0.46,0.803,0.364,120.5,1.29,키움,2021,C,31000.0
정근우,3.08,105,442,391,73,129,22,0,11,184,46,6,6,32,10,3,48,12,5,3,0.33,0.392,0.471,0.863,0.379,120.1,1.72,한화,2017,2B,70000.0
페르난데스,3.07,141,617,540,73,170,24,0,15,239,81,0,2,65,6,3,35,25,0,6,0.315,0.391,0.443,0.833,0.389,136.6,1.2,두산,2021,DH,60000.0
전준우,3.06,143,628,562,95,157,34,1,26,271,96,5,5,52,8,0,79,21,3,3,0.279,0.347,0.482,0.829,0.368,113.3,1.75,롯데,2020,LF,50000.0
