이름,WAR,출장,완투,완봉,선발,승,패,세,홀드,이닝,실점,자책,타자,안타,2타,3타,홈런,볼넷,고4,사구,삼진,보크,폭투,ERA,FIP,WHIP,ERA+,FIP+,WPA,소속팀,연도,연봉
박시영,0.76,42,0,0,2,2,3,0,1,61.2,38,37,277,64,17,1,6,29,3,2,57,0,8,5.4,4.57,1.51,96.8,114.1,-0.83,롯데,2016,5000.0
프랑코,0.76,37,0,0,27,9,8,0,1,150.0,97,90,677,147,31,2,20,75,0,20,124,1,6,5.4,5.31,1.48,84.2,84.1,-1.27,롯데,2021,
우규민,0.76,28,1,1,24,6,11,0,1,132.0,89,72,599,166,30,0,16,36,1,18,81,0,1,4.91,5.35,1.53,103.6,93.1,-2.01,LG,2016,
맥과이어,0.76,21,1,1,21,4,8,0,0,112.1,68,63,512,119,24,3,13,66,0,6,100,2,3,5.05,5.05,1.65,86.0,84.7,-0.37,삼성,2019,
최성훈,0.76,48,0,0,0,0,0,0,2,33.1,13,13,145,36,4,1,1,16,2,1,24,0,1,3.51,3.86,1.56,131.8,121.8,-0.14,LG,2020,4700.0
박진형,0.76,41,0,0,0,2,1,5,5,40.1,19,18,169,40,3,0,6,11,3,0,40,0,5,4.02,3.95,1.26,104.4,106.5,-1.02,롯데,2019,9000.0
백정현,0.75,70,0,0,4,6,3,0,9,68.2,44,44,306,73,12,2,9,30,0,2,77,0,4,5.77,4.65,1.5,91.4,112.3,-0.8,삼성,2016,10000.0
이영준,0.74,29,0,0,0,1,1,0,1,33.1,11,11,136,39,7,2,0,5,0,0,19,0,0,2.97,2.71,1.32,139.4,154.1,0.7,키움,2019,5500.0
박진형,0.74,39,0,0,14,6,2,0,3,93.0,65,60,438,101,28,2,9,54,0,13,78,1,6,5.81,5.53,1.67,90.0,94.2,-2.53,롯데,2016,6000.0
김성훈,0.73,10,0,0,5,0,2,0,0,27.2,12,11,118,25,5,0,2,11,0,3,28,0,3,3.58,4.27,1.3,148.1,124.7,-0.29,한화,2018,3600.0
진해수,0.73,75,0,0,0,0,4,1,17,54.0,30,28,254,57,10,1,5,37,4,2,54,0,1,4.67,4.94,1.74,109.0,101.4,-1.03,LG,2016,11000.0
이승진,0.73,47,0,0,0,1,4,2,13,48.1,24,21,210,41,3,0,3,31,2,2,28,2,2,3.91,4.91,1.49,110.3,88.8,0.25,두산,2021,11000.0
로저스,0.73,6,1,0,6,2,3,0,0,37.2,22,18,160,42,8,0,3,12,0,2,24,3,0,4.3,4.67,1.43,122.1,112.1,-0.46,한화,2016,
배재준,0.72,17,0,0,5,0,1,0,0,31.1,11,8,129,22,4,2,0,15,0,4,23,0,0,2.3,3.69,1.18,173.0,110.8,0.43,LG,2022,5000.0
최민준,0.72,51,0,0,1,5,4,0,5,68.1,37,30,288,51,8,1,10,34,2,2,48,0,7,3.95,5.33,1.24,105.3,78.7,-0.66,SSG,2022,
이상민,0.72,46,0,0,0,0,0,0,9,29.1,13,12,138,30,6,1,5,15,1,3,23,0,2,3.68,5.73,1.53,113.4,72.6,0.2,삼성,2022,5500.0
강윤구,0.72,36,0,0,5,2,1,0,0,54.2,30,27,245,57,10,0,14,24,0,2,51,0,4,4.45,6.63,1.48,111.5,75.8,-0.47,NC,2017,8500.0
임현준,0.72,71,0,0,0,1,0,0,8,42.1,19,16,177,34,9,1,2,12,0,3,35,0,0,3.4,3.43,1.09,127.6,123.7,0.45,삼성,2019,11000.0
이보근,0.72,55,0,0,0,6,2,6,18,52.2,32,32,236,62,9,0,9,17,0,0,58,0,2,5.47,4.72,1.5,90.9,102.7,-0.14,키움,2017,14000.0
이정용,0.72,34,0,0,0,3,0,0,4,34.0,15,14,147,32,5,0,6,14,0,2,33,1,0,3.71,5.32,1.35,124.9,85.4,0.45,LG,2020,2700.0
팻딘,0.72,36,0,0,21,6,7,0,2,129.1,96,90,588,174,29,1,23,27,2,4,101,0,3,6.26,5.26,1.55,82.0,98.1,-2.78,,2018,
카스티요,0.71,20,0,0,15,7,4,0,0,84.0,62,60,393,106,14,0,7,40,0,10,60,0,4,6.43,5.23,1.74,81.7,100.0,-2.07,한화,2016,
김지용,0.71,24,0,0,0,1,1,0,0,32.2,15,15,137,30,10,0,4,12,2,1,28,0,2,4.13,4.5,1.29,113.6,102.8,-0.07,LG,2015,4000.0
윤희상,0.71,46,0,0,1,1,2,1,7,51.0,29,29,211,55,5,1,8,7,1,2,44,0,1,5.12,4.62,1.22,102.7,115.4,-0.22,SSG,2018,
손민한,0.71,26,0,0,19,11,6,0,0,105.0,65,57,444,122,22,1,8,15,0,5,50,0,3,4.89,4.23,1.31,98.1,115.6,-0.92,NC,2015,
송신영,0.71,18,0,0,16,7,4,0,0,69.0,42,41,298,77,14,1,12,22,0,2,46,0,2,5.35,5.59,1.44,93.1,89.3,-1.19,키움,2015,
김건국,0.7,32,0,0,0,3,2,0,1,31.2,14,14,139,30,5,2,2,9,0,3,31,0,4,3.98,3.56,1.23,122.4,134.6,-0.22,롯데,2020,6000.0
고효준,0.7,75,0,0,0,2,7,0,15,62.1,34,33,280,58,13,1,6,36,6,3,72,0,11,4.76,3.93,1.51,88.0,106.2,-1.37,롯데,2019,
정대현,0.7,19,0,0,0,2,1,3,3,18.1,6,6,77,16,2,0,3,7,0,2,17,0,2,2.95,5.36,1.26,171.1,92.2,-0.09,롯데,2015,32000.0
김광수,0.7,54,0,0,0,2,6,7,14,52.1,31,30,241,67,10,1,5,22,1,0,39,0,2,5.16,4.75,1.7,100.4,109.9,-0.07,KIA,2016,0.0
오원석,0.7,31,0,0,24,6,8,0,0,144.0,79,72,633,158,21,2,16,58,1,3,112,0,6,4.5,4.48,1.5,92.5,93.6,-0.91,SSG,2022,
홍정우,0.7,26,0,0,0,5,2,0,1,26.2,10,9,111,19,6,0,3,13,4,0,20,0,0,3.04,4.31,1.2,137.4,96.3,-0.73,삼성,2022,5300.0
이영준,0.7,52,0,0,0,2,3,0,25,40.0,21,21,176,41,3,0,5,19,0,2,32,1,3,4.73,5.16,1.5,99.9,89.8,0.7,키움,2020,5500.0
김대유,0.69,21,0,0,0,0,0,0,0,27.0,7,7,111,21,6,0,1,12,1,4,23,0,0,2.33,3.85,1.22,177.4,107.6,0.21,LG,2019,4500.0
박진우,0.69,11,0,0,1,1,0,0,1,19.2,8,8,80,18,2,0,2,5,1,2,15,0,0,3.66,4.55,1.17,141.8,115.5,0.05,NC,2018,
최동환,0.69,47,0,0,0,0,1,0,0,50.0,23,23,210,45,7,1,5,17,0,1,30,0,3,4.14,4.52,1.24,96.0,87.5,0.04,LG,2022,6000.0
박종훈,0.69,28,0,0,28,8,13,0,0,140.0,102,88,650,141,24,3,17,91,0,23,104,0,4,5.66,6.33,1.66,92.3,82.6,-2.5,SSG,2016,10000.0
하영민,0.69,11,0,0,1,1,1,0,1,28.2,12,10,121,33,11,1,2,9,0,2,15,0,1,3.14,4.8,1.47,167.3,107.9,-0.28,키움,2016,6000.0
최동환,0.68,28,0,0,0,1,0,0,1,37.0,19,19,156,33,7,0,6,11,0,3,28,0,4,4.62,5.56,1.19,109.1,89.5,-0.01,LG,2018,
류희운,0.68,29,0,0,2,1,1,0,1,44.0,25,24,195,53,11,0,11,14,0,2,28,0,3,4.91,6.9,1.52,107.9,75.1,-0.28,,2018,
홍성용,0.68,56,0,0,0,2,1,1,6,45.0,28,27,202,49,14,1,7,16,0,5,42,0,2,5.4,5.39,1.44,98.1,96.3,0.04,,2018,
이창재,0.68,32,0,0,0,2,0,0,0,26.2,8,8,108,22,5,0,0,10,2,0,19,0,0,2.7,2.81,1.2,166.4,158.6,0.23,kt,2021,6700.0
라이블리,0.66,7,0,0,7,0,1,0,0,33.1,16,15,140,23,6,0,4,13,0,5,38,0,0,4.05,4.23,1.08,111.5,107.0,0.33,삼성,2021,
김범수,0.66,78,0,0,0,3,7,0,27,66.0,36,32,289,64,13,0,5,35,5,3,58,0,2,4.36,4.07,1.5,92.8,100.4,-1.05,한화,2022,9680.0
정우영,0.66,56,0,0,0,4,6,1,16,65.1,30,27,273,57,9,2,2,20,5,8,38,1,3,3.72,3.69,1.18,110.4,111.6,0.63,LG,2019,8000.0
임기준,0.65,52,0,0,0,2,2,0,6,36.2,17,14,162,32,5,0,1,16,0,4,24,0,2,3.44,4.09,1.31,122.0,102.7,0.04,KIA,2019,10000.0
김윤동,0.65,31,0,0,5,0,3,2,2,53.0,33,32,242,48,8,0,9,38,0,3,47,0,4,5.43,6.55,1.62,95.3,79.7,-0.12,KIA,2016,4700.0
임준형,0.65,6,0,0,4,1,0,0,0,23.0,8,8,94,24,5,0,0,4,0,3,21,0,1,3.13,2.42,1.22,137.8,183.4,0.46,LG,2021,4000.0
강동호,0.65,27,0,0,0,2,1,0,0,41.1,24,22,178,43,8,2,8,16,2,1,26,0,2,4.79,6.08,1.43,105.2,83.0,0.34,롯데,2017,
이성민,0.65,61,0,0,0,5,7,4,7,72.2,44,37,343,92,18,2,11,33,4,4,58,0,5,4.58,5.35,1.72,109.9,92.3,-2.51,kt,2015,
고우석,0.65,40,0,0,0,0,4,17,1,41.2,22,19,183,37,9,0,2,19,1,2,51,0,5,4.1,3.17,1.34,112.8,146.5,0.38,LG,2020,22000.0
임기준,0.65,15,0,0,4,0,1,1,2,22.0,9,8,104,25,3,0,1,15,0,0,12,2,0,3.27,5.28,1.82,151.8,94.0,-0.2,KIA,2017,6000.0
김범수,0.65,24,0,0,8,3,6,0,0,55.0,34,32,259,55,11,2,9,42,3,3,55,0,1,5.24,5.97,1.76,90.3,80.2,-1.06,한화,2020,6500.0
김민규,0.64,29,0,0,4,1,2,1,0,53.1,30,29,231,47,14,0,3,22,2,3,54,0,1,4.89,3.56,1.29,94.7,130.7,0.19,두산,2020,5500.0
임정호,0.64,69,0,0,0,2,2,0,22,41.0,23,21,175,32,3,0,3,20,0,7,38,0,0,4.61,4.63,1.27,106.0,104.2,1.35,NC,2020,9200.0
임현준,0.64,40,0,0,0,0,1,0,3,27.2,12,12,116,20,4,1,3,11,1,5,26,0,0,3.9,4.99,1.12,135.9,104.8,0.18,삼성,2018,
김동준,0.64,33,0,0,5,8,3,0,2,70.0,36,35,300,77,15,0,5,23,0,0,50,0,3,4.5,3.89,1.43,92.0,105.8,-0.25,키움,2019,
조정훈,0.64,26,0,0,0,4,2,0,8,23.0,11,10,99,17,5,0,1,13,2,0,25,0,1,3.91,3.56,1.3,128.8,140.8,-0.11,롯데,2017,0.0
카펜터,0.64,4,0,0,4,0,1,0,0,18.0,6,5,79,19,5,0,1,6,0,1,15,0,1,2.5,3.56,1.39,161.9,114.4,0.2,한화,2022,
심재민,0.63,44,0,0,0,4,5,2,3,41.0,25,21,179,47,5,2,5,17,3,2,36,0,4,4.61,4.83,1.56,115.0,107.8,-1.13,,2018,
최원태,0.63,21,0,0,21,7,6,0,0,110.0,68,62,478,115,16,1,16,37,2,7,67,0,6,5.07,5.37,1.38,93.0,86.1,-0.64,키움,2020,37000.0
박정진,0.63,77,0,0,1,4,4,0,6,84.0,58,52,374,96,14,1,11,33,2,2,85,0,9,5.57,4.65,1.54,94.3,113.0,-2.45,한화,2016,33000.0
서준원,0.63,33,0,0,16,4,11,0,0,97.0,61,59,443,117,25,1,10,38,0,11,60,1,1,5.47,5.02,1.6,76.6,83.5,-0.84,롯데,2019,4600.0
배장호,0.63,19,0,0,0,0,0,0,1,23.2,10,10,104,26,6,0,1,10,1,4,11,0,0,3.8,5.06,1.52,137.4,102.9,0.25,롯데,2016,5400.0
금민철,0.63,7,0,0,5,1,1,0,0,22.0,11,11,104,25,4,0,2,14,0,2,11,0,0,4.5,5.98,1.77,110.6,82.8,0.0,키움,2015,7900.0
김대우,0.63,28,0,0,9,3,7,0,1,77.2,49,44,350,95,17,1,9,26,0,6,37,1,1,5.1,5.35,1.56,96.2,91.3,-0.91,삼성,2020,11500.0
김선기,0.63,25,0,0,0,0,0,0,3,22.0,8,5,92,17,3,0,1,8,0,4,11,0,4,2.05,4.78,1.14,230.7,98.7,0.21,키움,2020,4200.0
김정훈,0.62,44,0,0,0,0,2,0,7,51.1,23,21,215,49,11,0,5,16,0,4,32,0,3,3.68,4.59,1.27,114.5,91.9,0.66,NC,2019,
서준원,0.62,33,0,0,4,3,3,0,2,60.0,32,32,265,65,10,1,3,23,0,5,45,0,2,4.8,3.89,1.47,86.7,105.0,-0.02,롯데,2022,8400.0
윤길현,0.62,32,0,0,0,1,2,0,4,33.0,18,17,145,33,6,2,4,15,0,0,29,0,2,4.64,5.02,1.46,112.5,104.4,-0.34,롯데,2018,50000.0
김준형,0.62,12,0,0,0,0,1,0,0,13.1,3,3,61,9,1,0,0,13,0,2,6,0,3,2.03,5.81,1.65,197.5,69.5,-0.22,키움,2022,4200.0
이창재,0.62,47,0,0,0,3,1,1,2,40.1,24,23,182,48,6,3,6,15,0,2,38,0,3,5.13,5.11,1.56,101.8,102.4,-0.42,kt,2016,5200.0
박신지,0.61,17,0,0,0,1,2,0,0,21.0,7,7,88,14,3,0,4,9,0,1,16,0,3,3.0,6.21,1.1,168.5,80.3,-0.85,두산,2018,
조상우,0.61,13,0,0,7,5,3,0,2,44.1,25,24,198,53,13,0,3,15,0,1,45,0,0,4.87,3.67,1.53,102.1,134.5,-0.41,키움,2017,12000.0
고효준,0.61,45,0,0,0,1,0,0,7,38.2,18,16,174,35,6,2,1,20,2,2,35,0,7,3.72,3.42,1.42,111.8,121.6,0.37,SSG,2022,
박주현,0.61,30,0,0,23,7,5,0,0,119.0,89,84,538,153,28,1,19,37,0,8,71,1,5,6.35,5.81,1.6,82.7,89.0,-2.44,키움,2016,5500.0
백승현,0.61,16,0,0,0,0,0,0,1,16.2,4,4,66,13,2,0,0,4,0,2,10,0,0,2.16,3.21,1.02,199.7,138.1,0.51,LG,2021,5000.0
강영식,0.6,50,0,0,0,2,1,2,6,38.2,21,18,159,40,9,0,6,10,0,0,46,0,2,4.19,4.03,1.29,120.3,122.5,-0.43,롯데,2015,30000.0
배재환,0.6,62,0,0,0,3,5,0,20,54.1,26,22,247,49,9,0,3,31,2,7,61,1,2,3.64,3.86,1.47,115.6,109.5,-0.66,NC,2019,
신승현,0.6,37,0,0,0,0,1,0,3,35.2,19,19,155,32,3,0,3,18,3,5,30,0,3,4.79,4.71,1.4,97.9,100.0,-0.6,LG,2015,6000.0
김경태,0.6,19,0,0,0,1,0,0,6,12.2,3,2,58,12,1,0,0,9,0,2,17,0,3,1.42,3.66,1.66,353.8,138.1,0.04,한화,2017,4000.0
권휘,0.59,24,0,0,0,0,0,0,1,20.1,6,6,92,16,3,0,0,14,0,2,15,0,3,2.66,4.22,1.48,162.4,105.0,0.13,두산,2021,3700.0
류제국,0.59,11,0,0,11,0,2,0,0,53.1,27,25,243,57,7,2,5,26,1,4,31,0,2,4.22,5.09,1.56,97.3,79.9,-0.58,LG,2019,
이승현,0.59,54,0,0,0,0,2,0,13,50.0,26,26,217,48,14,1,5,22,1,3,39,0,0,4.68,4.52,1.4,89.2,91.4,1.11,삼성,2022,10000.0
이승현,0.59,54,0,0,0,0,2,0,13,50.0,26,26,217,48,14,1,5,22,1,3,39,0,0,4.68,4.52,1.4,89.2,91.4,1.11,삼성,2022,5500.0
김기훈,0.58,5,0,0,0,0,0,0,0,8.2,1,1,36,4,0,0,0,7,0,0,9,0,0,1.04,3.68,1.27,392.6,111.1,0.42,KIA,2022,4000.0
노경은,0.58,47,0,0,0,1,4,4,0,58.1,33,29,267,57,12,1,6,37,1,5,41,0,8,4.47,5.66,1.61,104.8,83.0,-1.85,두산,2015,
페냐,0.58,13,0,0,13,5,4,0,0,67.2,33,28,293,63,10,2,4,30,0,4,72,0,4,3.72,3.49,1.37,108.7,116.7,0.15,한화,2022,40000.0
진해수,0.58,76,0,0,0,4,2,0,22,50.0,27,24,230,54,6,0,3,23,2,4,59,0,5,4.32,3.48,1.54,107.1,133.3,-0.37,LG,2020,25000.0
김명신,0.57,58,0,0,1,3,2,0,2,67.0,37,32,289,72,14,3,6,14,1,6,43,0,1,4.3,4.06,1.28,100.3,105.9,-0.19,두산,2021,10000.0
임규빈,0.57,33,0,0,0,2,0,0,2,37.2,20,19,162,46,7,0,11,10,0,2,20,0,2,4.54,7.25,1.49,103.9,63.0,-0.2,키움,2020,4500.0
이태양,0.57,53,0,0,0,2,1,0,4,56.0,35,34,250,68,12,1,8,16,2,1,45,0,3,5.46,4.61,1.5,88.0,105.9,0.08,한화,2020,
이민호,0.57,64,0,0,6,6,5,0,10,96.0,62,54,436,103,23,5,15,41,3,6,103,1,8,5.06,4.88,1.5,94.6,99.9,-1.45,NC,2015,13500.0
백승건,0.56,15,0,0,0,0,0,0,0,19.1,5,5,81,16,4,0,1,12,0,1,14,0,1,2.33,4.64,1.45,182.8,91.1,-0.51,SSG,2019,
최동환,0.56,26,0,0,0,2,0,1,0,34.2,18,17,151,30,5,0,2,15,0,4,22,0,5,4.41,4.92,1.3,115.2,103.2,-0.84,LG,2016,6000.0
김승현,0.56,28,0,0,0,1,3,0,2,32.1,18,16,158,48,8,1,3,15,2,5,29,0,3,4.45,4.92,1.95,119.1,106.3,-0.83,삼성,2018,5500.0
이승진,0.56,34,0,0,2,0,1,0,0,41.1,25,21,189,41,6,0,6,20,1,4,37,0,6,4.57,5.6,1.48,115.0,94.4,-0.65,SSG,2018,
허윤동,0.56,11,0,0,11,2,1,0,0,45.0,26,24,204,43,10,0,4,31,0,2,18,1,0,4.8,6.11,1.64,102.2,79.3,-0.21,삼성,2020,2700.0
홍성민,0.56,52,0,0,0,1,1,2,5,42.1,24,21,185,45,13,0,5,16,3,1,30,0,3,4.46,4.9,1.44,117.0,106.7,-0.38,롯데,2016,
서준원,0.56,31,0,0,20,7,6,0,0,107.2,71,62,480,130,18,0,16,31,1,5,60,0,3,5.18,5.35,1.5,94.0,89.8,-1.13,롯데,2020,4600.0
김진영,0.56,6,0,0,5,0,4,0,0,26.2,12,12,117,27,6,0,1,16,0,1,14,0,0,4.05,4.75,1.61,102.3,88.2,0.12,한화,2019,3200.0
전유수,0.56,47,0,0,0,5,4,2,3,45.2,26,26,200,46,7,1,3,21,5,3,27,0,1,5.12,4.48,1.47,93.8,106.5,0.41,kt,2020,10000.0
임준혁,0.55,43,0,0,0,0,0,1,2,45.1,27,23,223,54,10,0,4,29,7,5,30,1,3,4.57,5.35,1.83,110.2,94.5,0.1,SSG,2017,0.0
김광수,0.55,41,0,0,1,4,4,0,9,43.2,24,22,194,53,10,1,2,13,1,2,22,0,2,4.53,4.17,1.51,108.8,118.5,-0.64,KIA,2015,10000.0
이승호,0.55,32,0,0,4,1,3,0,4,45.0,28,28,203,44,9,0,8,22,1,5,38,0,8,5.6,6.19,1.47,92.0,82.3,-0.34,키움,2018,
정찬헌,0.55,32,0,0,0,3,6,1,5,44.0,27,27,191,49,8,0,3,14,2,5,32,0,2,5.52,4.21,1.43,85.0,112.5,-0.09,LG,2015,5100.0
이상화,0.54,11,0,0,0,0,0,2,3,10.1,3,3,43,6,1,1,0,5,0,1,14,0,2,2.61,2.87,1.07,202.8,182.3,-0.41,,2018,
이대은,0.54,31,0,0,0,3,2,1,9,31.0,15,12,128,27,6,0,4,11,0,1,22,0,0,3.48,4.75,1.23,128.9,93.3,-0.14,,2021,
심동섭,0.54,69,0,0,0,3,1,1,21,57.1,35,32,257,47,9,0,7,43,3,3,71,1,5,5.02,4.98,1.57,98.2,100.4,0.69,KIA,2015,14000.0
최준용,0.54,31,0,0,0,0,2,0,8,29.2,16,16,130,31,7,1,3,11,4,2,26,0,3,4.85,4.03,1.42,100.4,119.1,-0.75,롯데,2020,2700.0
최원태,0.54,28,0,0,28,9,11,0,0,143.1,89,73,643,163,21,3,11,53,2,10,93,0,3,4.58,4.31,1.51,96.7,100.8,-0.71,키움,2021,31000.0
조이현,0.54,35,0,0,7,2,4,0,0,77.0,52,51,340,96,18,1,12,25,0,2,38,0,4,5.96,5.65,1.57,80.9,86.4,-0.71,SSG,2020,
신정락,0.53,44,0,0,0,2,1,1,4,47.0,25,21,215,52,10,1,4,16,2,7,23,0,2,4.02,4.81,1.45,100.7,85.0,-0.32,한화,2022,
심재민,0.53,59,0,0,0,2,3,0,7,54.1,36,33,255,75,12,2,4,24,0,5,30,0,1,5.47,5.25,1.82,95.6,99.3,-0.9,kt,2016,5700.0
이재학,0.53,17,2,1,17,6,6,0,0,83.0,50,48,370,74,16,1,14,52,0,6,65,0,3,5.2,6.06,1.52,87.2,74.8,-0.45,NC,2021,18000.0
임정호,0.53,33,0,0,0,1,2,0,6,25.0,11,9,104,21,3,1,1,7,0,2,30,1,0,3.24,2.54,1.12,125.7,161.2,0.08,NC,2022,10500.0
김윤식,0.53,35,0,0,3,7,4,0,1,66.2,37,32,301,65,9,2,3,36,2,6,56,2,0,4.32,4.04,1.52,99.8,108.1,-0.54,LG,2021,7000.0
이대은,0.53,43,0,0,8,4,2,17,0,85.0,48,40,387,88,17,1,10,39,1,6,58,0,5,4.24,5.12,1.49,97.7,80.1,0.93,kt,2019,10000.0
김택형,0.52,64,0,0,0,3,5,17,10,60.1,33,33,261,57,9,0,8,22,1,3,62,0,6,4.92,4.2,1.31,84.6,100.6,-0.17,SSG,2022,
박민호,0.52,32,0,0,0,0,1,0,3,36.2,20,20,159,40,5,1,4,9,1,4,18,0,0,4.91,5.21,1.34,106.3,100.4,-0.34,SSG,2016,
홍상삼,0.51,49,0,0,0,4,1,0,12,36.0,19,19,160,33,9,0,6,19,2,3,33,0,3,4.75,5.33,1.44,93.6,82.8,0.4,KIA,2021,10000.0
정대훈,0.51,36,0,0,0,1,0,0,0,38.2,24,21,171,47,13,0,3,10,1,1,26,0,1,4.89,4.23,1.47,107.4,123.6,-0.59,한화,2016,0.0
김세현,0.51,48,0,0,0,1,5,18,7,50.0,31,30,230,65,10,1,4,15,2,2,47,0,3,5.4,3.8,1.6,92.1,130.4,-1.55,키움,2017,
홍성무,0.51,23,0,0,0,0,1,0,0,28.0,15,15,121,31,4,0,5,9,0,1,22,0,0,4.82,5.44,1.43,104.2,89.4,-0.15,kt,2015,3600.0
채병용,0.51,29,0,0,0,2,1,1,3,30.0,16,16,128,33,5,0,8,8,0,1,15,0,0,4.8,7.2,1.37,109.5,73.9,-0.05,SSG,2018,
김재웅,0.51,43,0,0,7,1,4,0,2,59.2,36,31,258,64,18,0,7,23,1,2,51,0,4,4.68,4.58,1.46,100.9,100.9,-1.56,키움,2020,2700.0
안영명,0.51,35,0,0,0,0,1,0,4,35.1,17,16,145,24,3,0,2,11,0,1,32,0,0,4.08,3.28,0.99,110.2,135.9,-0.13,kt,2021,8500.0
안영명,0.5,53,0,0,1,8,2,0,8,66.0,44,42,291,83,10,0,12,15,1,4,48,1,4,5.73,5.56,1.49,92.5,96.2,0.53,한화,2018,
김건태,0.5,33,0,0,0,1,1,0,4,35.0,19,19,155,29,6,0,4,25,0,2,37,0,3,4.89,5.24,1.54,100.0,92.4,-0.26,NC,2020,9000.0
박상원,0.5,14,0,0,0,0,0,0,4,12.0,4,3,53,11,1,0,0,6,0,0,16,0,1,2.25,2.17,1.42,179.9,186.6,0.19,한화,2022,9000.0
박상원,0.5,18,0,0,0,0,0,0,1,21.2,10,10,87,19,2,0,3,7,0,0,13,0,2,4.15,5.3,1.2,121.1,95.4,0.13,한화,2017,3100.0
오현택,0.5,61,0,0,0,1,3,0,13,56.0,33,33,239,59,19,0,6,16,3,4,45,1,0,5.3,4.31,1.34,88.4,107.7,-1.49,두산,2015,11000.0
김도현,0.5,11,0,0,8,4,3,0,0,38.0,19,18,171,42,9,0,2,21,0,2,15,0,1,4.26,5.11,1.66,97.2,81.9,0.04,한화,2019,
김건태,0.5,34,0,0,4,1,5,0,0,63.1,44,37,288,71,7,2,9,29,0,6,28,0,5,5.26,6.41,1.58,99.9,80.6,-0.69,키움,2016,4200.0
양지율,0.5,24,0,0,0,0,1,0,1,23.1,10,10,99,24,3,0,3,10,1,1,12,0,2,3.86,5.48,1.46,122.3,84.6,0.11,키움,2020,2700.0
김단우,0.5,26,0,0,16,5,7,0,0,94.0,59,56,397,95,19,3,13,32,3,6,49,0,12,5.36,5.61,1.35,90.3,85.7,-0.86,LG,2017,7000.0
박세웅,0.49,31,0,0,21,2,11,0,0,114.0,81,73,526,129,17,1,16,54,1,12,82,0,10,5.76,5.71,1.61,87.4,86.3,-2.46,kt,2015,
안영명,0.49,25,0,0,16,1,8,0,0,87.2,62,56,410,123,30,2,11,28,2,5,54,1,5,5.75,5.2,1.72,87.5,97.3,-2.28,한화,2017,35000.0
김진우,0.49,4,0,0,2,1,0,0,1,13.0,5,5,55,12,1,0,1,9,0,1,12,0,0,3.46,5.08,1.62,142.5,97.7,0.04,KIA,2015,12000.0
박정수,0.49,22,0,0,3,1,1,0,2,33.0,17,17,144,25,5,1,4,24,0,6,29,0,1,4.64,6.1,1.49,105.0,79.2,-0.29,NC,2020,3000.0
박정수,0.49,13,0,0,0,1,1,0,0,19.2,7,7,83,17,2,0,1,9,0,1,18,0,1,3.2,3.69,1.32,124.2,108.6,-0.05,두산,2022,5000.0
정인욱,0.49,19,0,0,0,1,0,0,0,31.0,17,12,137,31,7,1,3,9,0,3,27,0,1,3.48,4.51,1.29,152.3,115.9,-0.1,삼성,2018,
진야곱,0.49,55,0,0,2,5,2,1,4,62.0,38,34,294,68,14,1,8,40,0,1,56,0,4,4.94,5.65,1.74,103.6,88.5,-0.86,두산,2016,
신민혁,0.48,26,0,0,23,4,9,0,0,118.1,64,60,521,128,30,1,15,31,1,10,105,1,5,4.56,4.23,1.34,89.2,97.3,-0.38,NC,2022,12000.0
윤희상,0.48,21,0,0,21,5,9,0,0,93.1,65,61,415,113,24,3,15,34,2,3,67,0,2,5.88,5.39,1.58,82.1,90.5,-2.0,SSG,2015,12000.0
서재응,0.48,9,0,0,9,1,4,0,0,40.0,23,22,174,52,10,2,5,8,0,5,16,0,1,4.95,5.42,1.5,99.6,90.9,-0.54,KIA,2015,
장시환,0.48,32,0,0,0,1,0,0,2,36.2,23,19,174,39,4,2,5,19,0,3,44,0,2,4.66,5.01,1.58,111.8,104.6,-0.14,롯데,2018,
윤영삼,0.48,28,0,0,2,1,4,1,0,49.2,31,31,229,67,13,2,8,17,0,0,46,0,5,5.62,5.0,1.69,88.5,97.3,-1.15,키움,2017,4500.0
김성배,0.48,45,0,0,0,2,1,1,4,44.0,26,26,192,47,9,1,8,9,0,6,33,0,0,5.32,5.62,1.27,90.5,84.4,-0.19,두산,2017,
채병용,0.48,33,0,0,8,4,4,0,1,83.0,56,56,367,103,17,2,17,27,1,3,78,0,4,6.07,5.45,1.57,79.5,89.5,-0.87,SSG,2015,25000.0
정우람,0.47,23,0,0,0,0,1,1,7,18.1,8,6,84,23,5,0,1,6,1,0,20,0,0,2.95,2.68,1.58,137.4,151.9,0.33,한화,2022,80000.0
문용익,0.47,39,0,0,0,1,2,1,2,37.2,20,14,163,31,5,0,2,22,0,2,23,0,2,3.35,4.72,1.41,124.8,86.7,-0.19,삼성,2022,4500.0
이형범,0.47,14,0,0,4,1,2,0,0,29.1,12,10,126,26,4,1,2,13,0,5,14,0,4,3.07,5.51,1.33,161.6,90.8,-0.35,NC,2017,3500.0
김강률,0.47,16,0,0,0,3,1,0,3,14.2,5,4,67,14,3,1,1,10,0,0,7,0,1,2.45,5.59,1.64,191.0,84.9,-0.24,두산,2015,6200.0
김건국,0.47,5,0,0,1,1,0,0,0,10.2,3,3,41,11,2,0,1,0,0,1,9,0,0,2.53,3.65,1.03,206.1,143.1,0.18,롯데,2018,
고영표,0.47,53,0,0,0,2,4,0,5,56.1,38,35,260,65,9,4,6,19,0,10,62,1,0,5.59,4.52,1.49,93.5,115.8,-1.51,kt,2016,5200.0
