순,이름,팀,WAR*,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR*,WPA
2492,박윤,16넥1B,-0.19,7,12,11,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,.091,.167,.091,.258,.141,-42.9,-0.19,-0.06
2493,안중열,19롯C,-0.19,73,145,136,10,26,6,1,2,40,4,0,1,6,2,0,41,2,1,0,.191,.236,.294,.530,.246,40.6,-0.19,-1.69
2494,신성현,22두LF,-0.19,17,25,23,3,2,0,0,1,5,2,1,0,2,0,0,5,2,0,0,.087,.160,.217,.377,.178,4.4,-0.19,-0.21
2495,이창진,21KCF,-0.19,105,293,249,35,52,8,1,3,71,33,5,0,36,1,0,54,10,4,3,.209,.308,.285,.593,.287,63.8,-0.19,-1.06
2496,오정복,18K,-0.19,5,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-130.7,-0.19,-0.26
2497,송광민,20한3B,-0.19,94,298,277,31,65,12,0,9,104,43,0,0,14,3,1,69,17,1,3,.235,.276,.375,.652,.291,66.5,-0.19,-1.29
2498,조윤준,15LC,-0.19,7,8,8,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,.000,.000,.000,.000,.000,-132.4,-0.19,-0.07
2499,이흥련,22SC,-0.19,22,55,45,4,6,2,0,0,8,1,0,0,5,2,0,22,2,3,0,.133,.250,.178,.428,.209,18.1,-0.19,-0.48
2500,신용수,19롯SS,-0.19,17,20,20,4,2,0,0,1,5,2,0,0,0,0,0,4,0,0,0,.100,.100,.250,.350,.151,-25.6,-0.19,-0.24
2501,이성규,17삼2B,-0.19,15,20,17,4,2,0,0,0,2,0,0,0,1,1,0,9,0,1,0,.118,.211,.118,.328,.167,-19.5,-0.19,-0.34
2502,김정혁,16삼3B,-0.19,46,118,106,13,25,1,1,2,34,11,1,1,9,1,0,25,3,1,1,.236,.299,.321,.620,.288,53.1,-0.19,-0.88
2503,김영환,19K,-0.19,13,15,14,1,1,0,0,0,1,0,0,0,1,0,0,3,1,0,0,.071,.133,.071,.205,.111,-51.5,-0.19,-0.39
2504,김재현,20SLF,-0.19,8,14,14,3,2,0,0,0,2,0,0,0,0,0,0,4,0,0,0,.143,.143,.143,.286,.135,-37.6,-0.19,-0.06
2505,이재율,17NLF,-0.19,52,27,24,16,4,0,0,0,4,1,9,1,0,2,0,9,0,1,0,.167,.231,.167,.397,.193,-1.6,-0.19,-0.26
2506,이상호,19N2B,-0.19,102,256,234,30,65,7,0,0,72,12,10,5,9,2,0,22,10,8,3,.278,.307,.308,.614,.281,63.9,-0.19,-1.34
2507,이진영,19KRF,-0.19,11,15,15,1,2,0,0,0,2,2,0,0,0,0,0,4,0,0,0,.133,.133,.133,.267,.126,-42.1,-0.19,-0.14
2508,크론,22S1B,-0.20,67,259,243,21,54,13,1,11,102,35,0,0,9,3,0,68,3,0,4,.222,.255,.420,.675,.300,78.7,-0.20,-0.75
2509,송우현,20키RF,-0.20,14,15,12,3,0,0,0,0,0,0,0,0,2,1,0,4,0,0,0,.000,.200,.000,.200,.149,-28.5,-0.20,-0.16
2510,장진혁,18한LF,-0.20,50,48,42,9,9,4,1,0,15,2,1,2,4,2,0,11,0,0,0,.214,.313,.357,.670,.304,69.2,-0.20,0.03
2511,이주찬,21롯2B,-0.20,3,8,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,.000,.000,.000,.000,.000,-126.4,-0.20,-0.09
2512,홍성호,22두RF,-0.20,12,19,18,3,3,0,0,0,3,0,0,0,1,0,0,7,1,0,0,.167,.211,.167,.377,.187,3.4,-0.20,-0.28
2513,신범수,18KC,-0.20,19,26,25,0,4,2,1,0,8,4,0,0,0,0,0,7,1,0,1,.160,.154,.320,.474,.190,-5.9,-0.20,-0.18
2514,강태율,21롯C,-0.20,19,31,26,1,2,1,0,1,6,5,0,1,4,0,0,10,1,0,1,.077,.194,.231,.424,.204,7.9,-0.20,-0.52
2515,박석민,22N3B,-0.20,16,58,47,3,7,2,0,0,9,2,0,0,9,1,0,8,3,1,0,.149,.298,.191,.490,.251,48.2,-0.20,-0.32
2516,장운호,19한RF,-0.20,7,12,10,2,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,.100,.182,.100,.282,.139,-31.9,-0.20,-0.04
2517,문선재,20KRF,-0.20,15,6,6,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,.167,.167,.167,.333,.157,-24.3,-0.20,-0.06
2518,김민하,16롯CF,-0.20,46,49,45,8,9,1,0,1,13,1,4,0,1,1,0,19,2,2,0,.200,.234,.289,.523,.231,17.3,-0.20,-0.90
2519,한동희,18롯3B,-0.20,87,226,211,24,49,13,1,4,76,25,0,1,12,2,0,58,7,0,1,.232,.279,.360,.639,.282,55.3,-0.20,-1.63
2520,김성윤,21삼CF,-0.21,30,19,18,7,3,0,0,0,3,2,0,1,0,0,0,5,0,0,1,.167,.158,.167,.325,.151,-25.2,-0.21,-0.38
2521,나승엽,21롯1B,-0.21,60,128,113,16,23,2,0,2,31,10,1,0,14,0,0,33,1,0,1,.204,.289,.274,.563,.276,55.7,-0.21,-0.56
2522,이택근,20키LF,-0.21,20,64,57,5,11,5,0,0,16,7,0,0,7,0,0,21,1,0,0,.193,.281,.281,.562,.269,51.6,-0.21,-0.11
2523,한승택,22KC,-0.21,65,119,102,11,18,2,0,1,23,11,0,0,9,3,0,30,2,4,1,.176,.261,.225,.486,.232,34.7,-0.21,-0.82
2524,백승민,19삼1B,-0.21,19,45,42,4,10,1,0,0,11,4,0,0,2,0,0,12,2,0,1,.238,.267,.262,.529,.250,44.1,-0.21,-0.31
2525,이재율,18NLF,-0.21,33,45,41,8,7,1,1,0,10,1,3,1,2,2,0,10,0,0,0,.171,.244,.244,.488,.230,26.6,-0.21,0.06
2526,이흥련,15삼C,-0.21,71,108,105,16,25,7,0,1,35,17,2,1,1,1,0,22,1,1,0,.238,.252,.333,.586,.261,40.6,-0.21,-0.26
2527,윤해진,15KSS,-0.21,28,38,35,4,6,1,0,1,10,2,0,0,0,1,0,8,0,1,1,.171,.189,.286,.475,.203,1.4,-0.21,-0.08
2528,신성현,18두1B,-0.21,16,27,24,5,4,0,0,1,7,2,0,0,2,0,0,9,1,0,1,.167,.222,.292,.514,.225,22.4,-0.21,-0.28
2529,채현우,20SLF,-0.21,16,24,23,2,3,1,0,0,4,0,3,0,1,0,0,8,2,0,0,.130,.167,.174,.341,.163,-18.7,-0.21,-0.13
2530,박준태,19KRF,-0.21,38,47,41,13,7,3,0,0,10,4,1,1,4,0,0,15,1,0,2,.171,.234,.244,.478,.226,26.0,-0.21,-0.58
2531,서호철,20N3B,-0.21,2,8,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-126.0,-0.21,-0.05
2532,장진혁,20한RF,-0.21,19,37,32,2,5,0,1,0,7,1,2,1,5,0,0,6,0,0,0,.156,.270,.219,.489,.244,36.7,-0.21,-0.21
2533,강상원,21한CF,-0.21,35,49,37,7,4,0,0,0,4,2,3,0,9,1,0,11,0,2,0,.108,.298,.108,.406,.229,26.0,-0.21,-0.23
2534,김경호,20SLF,-0.21,56,110,105,17,30,3,1,0,35,9,1,4,3,0,0,16,2,1,1,.286,.303,.333,.636,.292,67.2,-0.21,-0.88
2535,김민우,15K2B,-0.21,90,315,269,28,70,16,1,6,106,34,8,3,21,1,0,75,3,21,3,.260,.313,.394,.707,.297,63.8,-0.21,0.50
2536,안주형,22삼2B,-0.21,18,23,20,2,3,0,0,0,3,2,0,0,1,0,0,6,0,1,1,.150,.182,.150,.332,.154,-18.2,-0.21,-0.25
2537,강경학,21한K2B,-0.21,26,39,33,3,5,0,0,0,5,1,1,0,5,1,0,13,0,0,0,.152,.282,.152,.434,.237,31.3,-0.21,-0.40
2538,홍성갑,18넥LF,-0.22,6,8,8,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,.000,.000,.000,.000,.000,-130.7,-0.22,-0.35
2539,김경호,19두CF,-0.22,32,27,26,4,5,1,0,0,6,2,0,0,0,0,0,7,0,1,0,.192,.192,.231,.423,.189,1.4,-0.22,-0.44
2540,추재현,20롯CF,-0.22,13,28,24,3,3,0,0,0,3,0,0,0,4,0,0,8,0,0,0,.125,.250,.125,.375,.206,9.1,-0.22,-0.30
2541,배성근,20롯SS,-0.22,4,7,7,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-126.0,-0.22,-0.18
2542,박준태,22키RF,-0.22,52,84,70,9,11,4,0,1,18,10,0,0,11,2,0,33,0,1,0,.157,.289,.257,.546,.267,61.5,-0.22,-0.55
2543,박민,21KSS,-0.22,18,38,35,3,6,1,0,0,7,3,0,1,2,1,0,10,1,0,0,.171,.237,.200,.437,.220,18.8,-0.22,-0.41
2544,서예일,16두SS,-0.22,31,21,19,3,2,0,0,0,2,0,0,0,2,0,0,8,1,0,0,.105,.191,.105,.296,.161,-29.5,-0.22,-0.18
2545,도태훈,17N3B,-0.22,32,51,47,3,9,1,0,1,13,4,0,0,4,0,0,7,2,0,0,.191,.255,.277,.532,.246,32.1,-0.22,-0.27
2546,김성표,22삼CF,-0.22,17,18,17,5,2,0,0,0,2,0,2,0,1,0,0,5,0,0,0,.118,.167,.118,.284,.145,-24.7,-0.22,-0.21
2547,윤병호,18NCF,-0.22,14,37,33,3,6,1,0,0,7,0,1,0,2,1,0,10,0,1,0,.182,.250,.212,.462,.217,14.5,-0.22,-0.21
2548,윤진호,16LSS,-0.22,34,23,21,3,4,0,0,0,4,0,1,0,0,0,0,6,1,2,0,.190,.191,.190,.381,.164,-28.3,-0.22,0.03
2549,박정음,18넥RF,-0.22,16,17,16,1,1,0,0,1,4,1,0,0,0,1,0,4,0,0,0,.063,.118,.250,.368,.153,-25.2,-0.22,-0.62
2550,임지열,21키LF,-0.22,19,30,25,5,3,0,0,0,3,0,0,1,4,1,0,10,1,0,0,.120,.267,.120,.387,.220,19.8,-0.22,-0.14
2551,정현석,16한LF,-0.22,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,.000,.000,.000,.000,.000,-133.8,-0.22,-0.20
2552,김태훈,21KRF,-0.22,44,91,87,6,20,4,1,1,29,6,1,0,2,1,0,19,1,1,0,.230,.256,.333,.589,.271,52.0,-0.22,0.21
2553,김영환,15k2B,-0.22,37,49,48,4,11,0,0,1,14,7,1,0,1,0,0,11,0,0,0,.229,.245,.292,.537,.245,29.5,-0.22,-0.18
2554,정보근,19롯C,-0.22,15,35,32,3,4,0,0,0,4,1,0,0,2,1,0,10,2,0,0,.125,.200,.125,.325,.171,-9.9,-0.22,-0.45
2555,이우성,20KLF,-0.22,48,67,59,5,12,1,0,0,13,3,1,0,6,2,0,11,2,0,0,.203,.299,.220,.519,.262,45.2,-0.22,-0.31
2556,김대한,19두CF,-0.22,19,18,15,4,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,.000,.167,.000,.167,.120,-43.4,-0.22,-0.19
2557,정진기,20SRF,-0.22,50,140,126,14,30,2,2,2,42,15,7,1,7,1,1,34,2,4,2,.238,.279,.333,.613,.270,51.2,-0.22,-0.03
2558,심우준,16kSS,-0.22,122,251,236,36,57,9,1,3,77,17,17,1,8,0,0,40,5,5,2,.242,.264,.326,.591,.264,37.0,-0.22,-0.81
2559,이상훈,15삼RF,-0.22,4,8,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,.000,.000,.000,.000,.000,-132.4,-0.22,-0.17
2560,이성우,21LC,-0.23,36,39,33,0,7,0,0,0,7,2,0,0,1,0,0,8,1,5,0,.212,.235,.212,.447,.191,-0.1,-0.23,-0.29
2561,김창평,19S2B,-0.23,18,53,45,4,8,2,0,0,10,3,0,0,4,1,0,11,1,3,0,.178,.260,.222,.482,.225,27.3,-0.23,-0.49
2562,김호은,21L,-0.23,7,9,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,.000,.000,.000,.000,.000,-126.4,-0.23,-0.27
2563,서동욱,18K1B,-0.23,32,56,49,3,10,3,0,0,13,2,0,0,5,1,0,15,1,0,1,.204,.286,.265,.551,.260,42.0,-0.23,-0.44
2564,김응민,20삼C,-0.23,45,85,76,7,17,1,0,0,18,5,0,0,5,1,0,22,1,3,0,.224,.281,.237,.517,.245,35.6,-0.23,0.05
2565,홍재호,16K2B,-0.23,22,16,13,4,1,0,0,0,1,1,0,0,2,0,0,3,0,0,1,.077,.188,.077,.264,.152,-34.6,-0.23,-0.05
2566,김재성,21LC,-0.23,58,73,65,6,9,2,1,1,16,3,1,0,5,1,0,13,2,1,1,.138,.208,.246,.455,.214,18.1,-0.23,-0.74
2567,김정혁,15삼1B,-0.23,17,20,18,3,3,0,0,0,3,1,0,0,1,0,0,3,0,1,0,.167,.211,.167,.377,.177,-14.3,-0.23,-0.35
2568,백승현,19L3B,-0.23,14,30,30,1,5,1,0,0,6,0,1,0,0,0,0,10,1,0,0,.167,.167,.200,.367,.170,-11.5,-0.23,-0.59
2569,최경철,15LC,-0.23,109,215,183,23,38,7,1,3,56,19,3,1,14,8,0,55,1,9,1,.208,.291,.306,.597,.269,49.6,-0.23,-0.31
2570,조윤준,17LC,-0.23,25,43,38,3,9,0,0,0,9,8,0,0,2,0,0,6,2,2,1,.237,.268,.237,.505,.228,19.6,-0.23,-0.14
2571,이병규,17LLF,-0.23,19,48,44,5,9,0,1,0,11,5,0,0,4,0,0,14,0,0,0,.205,.271,.250,.521,.248,31.7,-0.23,-0.16
2572,정경운,17한SS,-0.23,46,121,106,8,25,2,1,1,32,7,2,0,9,0,0,24,2,4,2,.236,.291,.302,.593,.264,44.1,-0.23,-1.42
2573,박정음,17넥CF,-0.23,81,162,140,26,34,4,1,2,46,15,3,4,9,8,0,39,0,4,1,.243,.323,.329,.651,.296,64.8,-0.23,-0.03
2574,한승택,16KC,-0.23,27,30,28,1,5,0,0,0,5,5,0,0,1,0,0,8,0,1,0,.179,.207,.179,.386,.182,-16.1,-0.23,0.12
2575,천재환,22NCF,-0.23,29,36,35,4,5,1,0,1,9,1,1,0,0,1,0,11,1,0,0,.143,.167,.257,.424,.194,9.2,-0.23,-0.80
2576,최정용,21K2B,-0.23,53,65,52,7,10,1,0,0,11,2,2,0,9,0,0,16,1,3,1,.192,.307,.212,.518,.255,42.0,-0.23,-0.66
2577,오영수,18NDH,-0.24,11,16,15,0,2,0,0,0,2,0,0,1,1,0,0,5,0,0,0,.133,.188,.133,.321,.160,-23.3,-0.24,-0.42
2578,송민섭,20KRF,-0.24,114,51,41,21,8,1,1,1,14,5,4,3,5,1,0,13,0,3,1,.195,.292,.341,.633,.274,54.1,-0.24,-0.06
2579,김대륙,16롯SS,-0.24,58,59,49,5,7,1,2,0,12,5,0,0,5,3,0,20,0,1,1,.143,.259,.245,.504,.241,26.3,-0.24,-0.01
2580,서예일,22두2B,-0.24,35,27,25,2,4,1,0,0,5,2,0,0,1,0,0,6,1,1,0,.160,.192,.200,.392,.180,0.6,-0.24,-0.20
2581,오선진,16한2B,-0.24,57,53,43,6,7,0,0,0,7,3,0,0,5,2,0,8,0,3,0,.163,.280,.163,.443,.224,11.5,-0.24,0.32
2582,김대우,17롯DH,-0.24,12,22,20,1,4,2,0,0,6,4,0,0,1,0,0,10,0,1,0,.200,.238,.300,.538,.232,21.7,-0.24,-0.05
2583,김태완,15한DH,-0.24,22,50,46,5,11,2,0,0,13,3,0,0,2,2,0,16,1,0,0,.239,.300,.283,.583,.279,49.6,-0.24,-0.36
2584,나지완,21KLF,-0.24,31,102,81,3,13,1,0,0,14,7,0,0,14,6,0,29,3,0,1,.160,.324,.173,.496,.272,53.2,-0.24,-0.12
2585,김민준,16넥RF,-0.24,20,13,12,4,1,0,0,0,1,0,0,1,1,0,0,5,0,0,0,.083,.154,.083,.237,.130,-50.1,-0.24,-0.19
2586,김동한,20롯3B,-0.24,82,73,68,23,15,5,0,0,20,5,10,4,5,0,0,8,2,0,0,.221,.274,.294,.568,.268,47.6,-0.24,-0.64
2587,김지성,15LSS,-0.24,20,21,21,2,3,0,0,1,6,2,0,0,0,0,0,9,1,0,0,.143,.143,.286,.429,.181,-3.6,-0.24,-0.31
2588,문선재,15LCF,-0.24,103,245,212,27,48,13,1,5,78,27,9,6,23,3,0,54,4,6,1,.226,.310,.368,.678,.302,73.7,-0.24,-0.81
2589,윤해진,16K2B,-0.24,34,34,30,5,5,0,0,1,8,2,0,0,2,0,0,6,0,1,1,.167,.212,.267,.479,.211,3.0,-0.24,-0.32
2590,원혁재,22한LF,-0.25,11,23,21,2,2,1,0,0,3,0,0,0,2,0,0,12,0,0,0,.095,.174,.143,.317,.161,-13.2,-0.25,-0.30
2591,윤정빈,22삼,-0.25,13,10,10,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,.000,.000,.000,.000,.000,-124.0,-0.25,-0.11
2592,이해창,22한C,-0.25,4,11,10,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,.000,.000,.000,.000,.000,-124.0,-0.25,-0.23
2593,루이즈,22L3B,-0.25,27,94,84,10,13,4,1,1,22,6,1,0,9,0,0,13,5,0,1,.155,.234,.262,.496,.235,39.5,-0.25,-0.90
2594,천성호,20K2B,-0.25,66,77,69,9,14,3,0,0,17,1,1,1,7,1,0,15,0,0,0,.203,.286,.246,.532,.261,44.2,-0.25,-0.41
2595,김규성,22K2B,-0.25,70,52,50,14,9,0,1,1,14,4,0,0,1,0,0,12,0,1,0,.180,.196,.280,.476,.213,22.3,-0.25,-0.58
2596,정훈,22롯1B,-0.25,91,340,294,39,72,8,0,3,89,32,4,1,32,2,0,66,6,6,6,.245,.317,.303,.620,.290,73.4,-0.25,-0.68
2597,조수행,16두LF,-0.25,66,29,29,16,8,0,0,0,8,3,2,3,0,0,0,6,0,0,0,.276,.276,.276,.552,.260,33.5,-0.25,0.06
2598,최경모,19S2B,-0.25,17,16,16,2,1,1,0,0,2,1,0,0,0,0,0,2,0,0,0,.063,.063,.125,.188,.082,-69.6,-0.25,-0.05
2599,신준우,21키SS,-0.25,56,51,42,7,7,3,0,0,10,4,0,1,4,3,0,21,1,1,1,.167,.280,.238,.518,.256,42.9,-0.25,-0.20
2600,정주현,17LCF,-0.25,15,9,8,2,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,.000,.000,.000,.000,.000,-132.7,-0.25,0.00
2601,안치영,17k3B,-0.26,21,22,18,4,3,1,0,0,4,0,1,2,1,1,0,6,0,2,0,.167,.250,.222,.472,.209,6.0,-0.26,-0.26
2602,김태훈,22K1B,-0.26,7,10,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-124.0,-0.26,-0.27
2603,이성규,22삼DH,-0.26,13,34,27,5,2,0,0,0,2,1,0,0,5,2,0,8,1,0,0,.074,.265,.074,.339,.205,17.8,-0.26,-0.14
2604,이대수,16S,-0.26,14,15,12,0,0,0,0,0,0,2,0,0,2,0,0,3,0,0,1,.000,.133,.000,.133,.100,-69.6,-0.26,-0.27
2605,전민수,18KLF,-0.26,21,35,29,0,5,3,0,0,8,4,0,0,5,0,0,11,0,1,0,.172,.294,.276,.570,.263,40.6,-0.26,-0.32
2606,장운호,15한RF,-0.26,42,141,114,17,29,4,0,2,39,8,5,2,10,6,0,27,4,11,0,.254,.346,.342,.688,.300,63.9,-0.26,-0.54
2607,이지영,17삼C,-0.26,105,336,302,31,72,10,2,0,86,26,4,3,20,5,1,40,16,6,3,.238,.294,.285,.579,.266,46.3,-0.26,-2.16
2608,송민섭,15kLF,-0.26,28,51,44,3,11,3,1,0,16,1,1,0,2,0,0,13,2,5,0,.250,.283,.364,.646,.263,40.6,-0.26,-0.69
2609,박헌도,18롯DH,-0.26,15,31,26,1,3,1,0,0,4,0,0,0,5,0,0,10,1,0,0,.115,.258,.154,.412,.217,11.9,-0.26,-0.29
2610,김지수,18넥2B,-0.26,47,39,34,4,5,0,0,0,5,0,0,1,5,0,0,15,2,0,0,.147,.256,.147,.404,.211,9.2,-0.26,-0.32
2611,강진성,22두1B,-0.26,40,94,80,7,13,2,0,1,18,8,4,0,11,2,1,20,2,1,0,.163,.280,.225,.505,.245,46.2,-0.26,-0.49
2612,김동명,16kDH,-0.26,21,41,37,3,5,0,0,3,14,5,0,0,3,1,0,14,2,0,0,.135,.220,.378,.598,.258,33.2,-0.26,-0.46
2613,강지광,16넥LF,-0.26,40,80,66,10,13,2,0,1,18,7,1,3,11,1,0,24,1,1,1,.197,.317,.273,.589,.286,50.7,-0.26,-0.48
2614,김현민,21한DH,-0.26,5,12,12,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,.083,.083,.083,.167,.080,-72.6,-0.26,-0.15
2615,김민우,16K2B,-0.26,19,47,41,3,8,1,0,0,9,4,1,0,5,0,0,12,1,1,0,.195,.283,.220,.502,.247,26.2,-0.26,-0.24
2616,장시윤,15넥3B,-0.27,17,31,29,2,8,0,0,0,8,2,0,1,0,0,0,9,1,2,0,.276,.276,.276,.552,.241,29.3,-0.27,-0.24
2617,노태형,20한2B,-0.27,55,113,102,14,22,4,1,0,28,6,0,1,7,3,0,31,0,1,0,.216,.286,.275,.560,.267,51.6,-0.27,-0.28
2618,문규현,19롯3B,-0.27,40,72,64,7,16,2,0,0,18,10,0,0,3,0,0,10,1,2,3,.250,.271,.281,.553,.250,43.9,-0.27,-0.50
2619,최윤석,17한3B,-0.27,21,33,32,3,7,0,0,0,7,2,0,0,0,0,0,6,0,1,0,.219,.219,.219,.438,.197,-0.4,-0.27,0.12
2620,손주인,19삼1B,-0.27,20,35,31,2,6,0,0,1,9,4,0,1,2,0,0,6,3,2,0,.194,.242,.290,.533,.235,31.3,-0.27,-0.30
2621,유서준,16SDH,-0.27,8,7,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,.000,.000,.000,.000,.000,-133.8,-0.27,-0.04
2622,김재유,15롯CF,-0.27,18,10,9,3,1,0,0,0,1,1,1,0,0,1,0,3,0,0,0,.111,.200,.111,.311,.170,-17.3,-0.27,-0.18
2623,오재원,22두2B,-0.27,18,31,29,2,5,2,0,0,7,4,1,2,1,0,0,9,1,0,1,.172,.194,.241,.435,.199,14.8,-0.27,0.18
2624,조동화,16SRF,-0.27,76,172,143,24,34,5,0,0,39,16,6,2,15,4,0,17,2,8,2,.238,.323,.273,.596,.279,48.9,-0.27,-0.20
2625,배정대,19KCF,-0.27,66,84,74,15,15,4,0,0,19,6,0,2,7,1,0,23,2,2,0,.203,.281,.257,.537,.256,46.7,-0.27,-0.70
2626,나경민,16롯LF,-0.27,35,66,56,13,13,2,0,0,15,3,3,3,8,0,0,18,0,1,1,.232,.323,.268,.591,.286,54.1,-0.27,-0.34
2627,이성열,21한DH,-0.27,46,140,119,15,25,8,0,2,39,20,1,0,18,1,0,36,2,0,2,.210,.314,.328,.642,.308,79.0,-0.27,0.32
2628,백동훈,19두RF,-0.27,41,52,47,8,8,2,0,0,10,2,0,1,3,2,0,16,0,0,0,.170,.250,.213,.463,.230,30.7,-0.27,-0.39
2629,김종민,16kC,-0.28,78,217,180,17,44,3,0,0,47,20,0,0,21,3,0,32,3,10,3,.244,.329,.261,.590,.279,46.6,-0.28,-0.55
2630,윤대영,18L1B,-0.28,11,23,23,0,5,1,0,0,6,3,0,0,0,0,0,9,0,0,0,.217,.217,.261,.478,.214,10.7,-0.28,-0.04
2631,김도환,21삼C,-0.28,25,46,41,1,6,2,0,0,8,1,0,1,2,2,0,20,0,1,0,.146,.222,.195,.417,.206,11.9,-0.28,-0.32
2632,김동명,17k1B,-0.28,83,223,209,28,60,9,0,4,81,24,1,0,6,3,0,44,7,0,5,.287,.309,.388,.697,.310,72.7,-0.28,-1.47
2633,김연훈,17k2B,-0.28,19,26,24,1,4,2,0,0,6,3,0,0,0,0,0,3,0,1,1,.167,.160,.250,.410,.168,-21.9,-0.28,-0.41
2634,고영우,17K3B,-0.28,66,40,38,13,9,3,0,0,12,3,0,1,0,0,0,9,1,1,1,.237,.231,.316,.547,.234,23.1,-0.28,-0.09
2635,임종찬,22한RF,-0.28,20,57,53,2,10,1,0,2,17,6,0,1,3,0,1,23,1,0,1,.189,.228,.321,.549,.241,41.6,-0.28,-0.12
2636,강한울,18삼2B,-0.28,83,209,193,20,50,5,2,0,59,8,3,4,12,1,0,34,1,3,0,.259,.306,.306,.612,.279,55.0,-0.28,-1.19
2637,윤병호,17NCF,-0.28,49,58,55,11,11,3,0,0,14,2,2,0,2,0,0,10,2,1,0,.200,.228,.255,.483,.218,14.1,-0.28,-0.32
2638,배영섭,18삼LF,-0.28,69,168,147,15,36,6,0,0,42,13,1,0,16,3,2,35,2,2,0,.245,.331,.286,.617,.286,59.7,-0.28,-0.35
2639,김호재,22삼2B,-0.28,21,29,28,1,4,1,0,0,5,1,0,0,1,0,0,9,1,0,0,.143,.172,.179,.351,.168,-8.6,-0.28,-0.43
2640,황진수,16롯,-0.28,11,10,10,2,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,.000,.000,.000,.000,.000,-133.8,-0.28,-0.33
2641,구본혁,21LSS,-0.28,123,45,38,10,5,2,0,0,7,3,0,0,3,1,0,7,0,1,2,.132,.205,.184,.389,.189,0.9,-0.28,-0.19
2642,김동엽,21삼LF,-0.28,69,203,185,20,44,9,0,4,65,24,2,1,10,4,0,42,2,0,4,.238,.286,.351,.637,.297,70.2,-0.28,-0.53
2643,유장혁,19한LF,-0.28,38,61,55,10,9,1,0,1,13,4,3,0,5,0,0,17,0,0,1,.164,.230,.236,.466,.223,27.0,-0.28,-0.38
2644,구본혁,19L3B,-0.28,57,95,85,10,15,1,0,1,19,6,2,1,6,2,0,17,0,1,1,.176,.245,.224,.468,.226,29.0,-0.28,-0.53
2645,김규성,21KSS,-0.28,54,41,36,8,5,1,0,0,6,2,0,1,5,0,0,17,0,0,0,.139,.244,.167,.411,.216,15.5,-0.28,-0.50
2646,안상현,19S2B,-0.29,65,108,102,14,24,3,0,0,27,5,7,3,4,0,0,28,3,1,1,.235,.262,.265,.526,.247,42.0,-0.29,-0.12
2647,주효상,18넥C,-0.29,80,126,110,9,24,3,0,1,30,12,1,2,10,2,0,36,2,4,0,.218,.295,.273,.568,.260,41.6,-0.29,0.17
2648,임훈,16LCF,-0.29,60,198,180,20,47,4,0,1,54,14,8,4,12,2,0,26,6,4,0,.261,.314,.300,.614,.289,54.0,-0.29,-1.30
2649,이영욱,16삼CF,-0.29,104,52,49,16,8,1,0,1,12,4,6,3,2,1,0,21,1,0,0,.163,.212,.245,.456,.214,4.9,-0.29,-0.57
2650,조홍석,18롯CF,-0.29,39,71,62,14,14,1,0,0,15,1,0,2,6,2,0,13,2,1,0,.226,.314,.242,.556,.268,46.8,-0.29,0.05
2651,이상훈,16삼RF,-0.29,8,14,12,0,1,0,0,0,1,0,0,0,0,0,0,4,0,2,0,.083,.083,.083,.167,.067,-89.8,-0.29,-0.42
2652,이원석,22한CF,-0.29,20,39,35,4,4,0,0,1,7,1,0,0,3,0,0,18,1,1,0,.114,.184,.200,.384,.181,0.4,-0.29,-0.52
2653,조영훈,17N1B,-0.29,16,46,40,1,6,2,0,1,11,3,0,0,5,0,0,11,2,1,0,.150,.244,.275,.519,.236,24.6,-0.29,-0.50
2654,박준혁,17한RF,-0.29,8,10,10,1,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,.100,.100,.100,.200,.093,-70.3,-0.29,-0.14
2655,김진곤,18KRF,-0.29,19,23,21,4,3,1,0,0,4,0,0,2,2,0,0,3,0,0,0,.143,.217,.190,.408,.197,-2.0,-0.29,-0.19
